N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.164138539E+00 1.164203750E+00 1.164299137E+00 1.164438448E+00 1.164641477E+00 1.164936348E+00 1.165362561E+00 1.165974272E+00 1.166843329E+00 1.168060102E+00 1.169728849E+00 1.171952413E+00 1.174801303E+00 1.178268453E+00 1.182227413E+00 1.186431816E+00 1.190589720E+00 1.194483690E+00 1.198052835E+00
1.600000000E+01 1.229027992E+00 1.229067071E+00 1.229124191E+00 1.229241068E+00 1.229362245E+00 1.229551879E+00 1.229795432E+00 1.230141690E+00 1.230657334E+00 1.231339264E+00 1.232289983E+00 1.233543557E+00 1.235192477E+00 1.237226366E+00 1.239666207E+00 1.242477533E+00 1.245620374E+00 1.249054226E+00 1.252750529E+00
1.700000000E+01 1.243861918E+00 1.244541848E+00 1.245441460E+00 1.246689526E+00 1.248320994E+00 1.250429922E+00 1.253036463E+00 1.256101309E+00 1.259550834E+00 1.263222284E+00 1.267022407E+00 1.270846215E+00 1.274637556E+00 1.278438067E+00 1.282280492E+00 1.286221928E+00 1.290318197E+00 1.294646100E+00 1.299228943E+00
1.549996187E+01 1.213515730E+00 1.213533032E+00 1.213558363E+00 1.213595421E+00 1.213649561E+00 1.213728471E+00 1.213843136E+00 1.214009016E+00 1.214247480E+00 1.214587267E+00 1.215065659E+00 1.215728543E+00 1.216628591E+00 1.217820678E+00 1.219354602E+00 1.221266356E+00 1.223570541E+00 1.226256952E+00 1.229294228E+00
1.649996187E+01 1.231239967E+00 1.231389790E+00 1.231606483E+00 1.231917956E+00 1.232361489E+00 1.232984987E+00 1.233846037E+00 1.235007274E+00 1.236526469E+00 1.238441804E+00 1.240757474E+00 1.243438124E+00 1.246418888E+00 1.249628199E+00 1.253011382E+00 1.256544030E+00 1.260232012E+00 1.264101673E+00 1.268186791E+00
1.674996808E+01 1.234421466E+00 1.234741739E+00 1.235199180E+00 1.235838411E+00 1.236723643E+00 1.237914883E+00 1.239503397E+00 1.241510192E+00 1.243951888E+00 1.246802453E+00 1.249974204E+00 1.253356754E+00 1.256863488E+00 1.260446734E+00 1.264101991E+00 1.267857246E+00 1.271756739E+00 1.275846917E+00 1.280170079E+00
1.624993176E+01 1.231506736E+00 1.231579305E+00 1.231684991E+00 1.231838414E+00 1.232060020E+00 1.232377876E+00 1.232829206E+00 1.233461201E+00 1.234329670E+00 1.235493956E+00 1.236998707E+00 1.238895820E+00 1.241181822E+00 1.243830711E+00 1.246795680E+00 1.250026764E+00 1.253487248E+00 1.257162187E+00 1.261057111E+00
1.574996808E+01 1.221857924E+00 1.221881710E+00 1.221916510E+00 1.221967391E+00 1.222041663E+00 1.222149797E+00 1.222306692E+00 1.222533098E+00 1.222857459E+00 1.223317318E+00 1.223960093E+00 1.224841719E+00 1.226021974E+00 1.227555984E+00 1.229483257E+00 1.231818581E+00 1.234549470E+00 1.237642472E+00 1.241056009E+00
1.524993176E+01 1.202068349E+00 1.202090802E+00 1.202123643E+00 1.202171623E+00 1.202241575E+00 1.202343255E+00 1.202490362E+00 1.202701868E+00 1.203003212E+00 1.203427101E+00 1.204013102E+00 1.204804786E+00 1.205843751E+00 1.207161457E+00 1.208772827E+00 1.210676974E+00 1.212865663E+00 1.215331079E+00 1.218064072E+00
