N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.138387078E+00 1.190528230E+00 1.204262240E+00 1.212855430E+00 1.219212111E+00 1.220693416E+00 1.219134809E+00 1.221474168E+00 1.230909479E+00
1.016672606E+01 1.138625032E+00 1.190607647E+00 1.204318220E+00 1.212969613E+00 1.219335667E+00 1.220923819E+00 1.219599445E+00 1.222390318E+00 1.232537563E+00
1.033324570E+01 1.138971328E+00 1.190723182E+00 1.204399799E+00 1.213099164E+00 1.219514786E+00 1.221254964E+00 1.220256579E+00 1.223651818E+00 1.234697250E+00
1.049996187E+01 1.139473319E+00 1.190890570E+00 1.204518313E+00 1.213237538E+00 1.219772986E+00 1.221726506E+00 1.221171304E+00 1.225345104E+00 1.237458892E+00
1.066670514E+01 1.140196857E+00 1.191131684E+00 1.204689654E+00 1.213458458E+00 1.220168472E+00 1.222389318E+00 1.222417386E+00 1.227543467E+00 1.240834473E+00
1.083333839E+01 1.141231034E+00 1.191476059E+00 1.204935743E+00 1.213756332E+00 1.220699727E+00 1.223304298E+00 1.224066912E+00 1.230296026E+00 1.244751639E+00
1.100000000E+01 1.142691531E+00 1.191962092E+00 1.205285936E+00 1.214178734E+00 1.221410210E+00 1.224537219E+00 1.226172172E+00 1.233534129E+00 1.249053914E+00
1.116672606E+01 1.144718840E+00 1.192636663E+00 1.205777847E+00 1.214796304E+00 1.222384756E+00 1.226147277E+00 1.228743328E+00 1.237173313E+00 1.253530458E+00
1.133324570E+01 1.147465100E+00 1.193551770E+00 1.206456832E+00 1.215630871E+00 1.223681565E+00 1.228170131E+00 1.231732057E+00 1.241072173E+00 1.258005285E+00
1.149996187E+01 1.151061130E+00 1.194756308E+00 1.207373026E+00 1.216805111E+00 1.225363583E+00 1.230600641E+00 1.235035008E+00 1.245052150E+00 1.262330674E+00
1.166670514E+01 1.155558105E+00 1.196282820E+00 1.208574663E+00 1.218319870E+00 1.227410819E+00 1.233385930E+00 1.238522052E+00 1.248988658E+00 1.266483311E+00
1.183333839E+01 1.160854161E+00 1.198133279E+00 1.210098800E+00 1.220183915E+00 1.229840655E+00 1.236437439E+00 1.242077125E+00 1.252823280E+00 1.270453745E+00
1.200000000E+01 1.166647050E+00 1.200273320E+00 1.211961600E+00 1.222425320E+00 1.232585427E+00 1.239659374E+00 1.245629656E+00 1.256559649E+00 1.274322365E+00
1.216672606E+01 1.172477567E+00 1.202643582E+00 1.214153100E+00 1.224989313E+00 1.235561074E+00 1.242979064E+00 1.249163115E+00 1.260242333E+00 1.278146321E+00
1.233324570E+01 1.177891232E+00 1.205184058E+00 1.216639595E+00 1.227819191E+00 1.238715548E+00 1.246363825E+00 1.252703804E+00 1.263934338E+00 1.281997982E+00
1.249996187E+01 1.182622817E+00 1.207853303E+00 1.219374135E+00 1.230859366E+00 1.242004035E+00 1.249820239E+00 1.256301655E+00 1.267701720E+00 1.286011103E+00
1.266670514E+01 1.186668781E+00 1.210629913E+00 1.222311163E+00 1.234072667E+00 1.245420341E+00 1.253381658E+00 1.260013447E+00 1.271623398E+00 1.290124741E+00
1.283333839E+01 1.190191759E+00 1.213505190E+00 1.225419912E+00 1.237447958E+00 1.248983949E+00 1.257092560E+00 1.263883824E+00 1.275752430E+00 1.294554342E+00
1.300000000E+01 1.193378002E+00 1.216476058E+00 1.228691025E+00 1.240996772E+00 1.252727318E+00 1.260996409E+00 1.268019454E+00 1.280149170E+00 1.299107894E+00
