N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.164610424E+00 1.156331050E+00 1.148547957E+00 1.141017354E+00
1.600000000E+01 1.227338281E+00 1.224089266E+00 1.221487167E+00 1.218837507E+00
1.700000000E+01 1.244227272E+00 1.242061438E+00 1.240175179E+00 1.238949004E+00
1.549996187E+01 1.212656464E+00 1.209490626E+00 1.206798337E+00 1.204099956E+00
1.649996187E+01 1.229640451E+00 1.225859916E+00 1.223119672E+00 1.220888468E+00
1.674996808E+01 1.233454722E+00 1.230310093E+00 1.227629836E+00 1.225981889E+00
1.624993176E+01 1.229772483E+00 1.226164231E+00 1.223330937E+00 1.220940153E+00
1.574996808E+01 1.220655495E+00 1.217502893E+00 1.214792547E+00 1.212380709E+00
1.524993176E+01 1.201635685E+00 1.197965489E+00 1.194300538E+00 1.190939013E+00
