N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 7.582637000E-03 8.551189000E-03 8.795584000E-03 8.835833000E-03
1.600000000E+01 3.138412400E-02 3.152733600E-02 3.157179900E-02 3.090194900E-02
1.700000000E+01 6.918385700E-02 6.913007200E-02 6.816620900E-02 6.817487600E-02
1.549996187E+01 2.292043400E-02 2.213851800E-02 2.293544200E-02 2.284833100E-02
1.649996187E+01 5.511598200E-02 5.504250900E-02 5.537073300E-02 5.540596400E-02
1.674996808E+01 6.454810400E-02 6.340154400E-02 6.406679700E-02 6.444950800E-02
1.624993176E+01 4.208519500E-02 4.249653000E-02 4.259769400E-02 4.259613300E-02
1.574996808E+01 2.636094100E-02 2.642264200E-02 2.577651700E-02 2.621081200E-02
1.524993176E+01 1.649532200E-02 1.664389200E-02 1.706067600E-02 1.706487800E-02
