T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 -1.983893000E-03 1.288298900E-02 2.188852600E-02 2.674157500E-02 3.429554600E-02 4.741220900E-02 6.322243800E-02 7.571640600E-02 8.347568300E-02
295 -1.459765400E-02 9.269344000E-03 2.071633700E-02 2.654857200E-02 3.305881400E-02 4.523115800E-02 6.031336800E-02 7.247402100E-02 8.001458400E-02
300 -4.223065100E-02 1.105052000E-03 1.859588500E-02 2.561973100E-02 3.212384800E-02 4.364317600E-02 5.878146400E-02 7.071280900E-02 7.766749700E-02
305 -9.602046500E-02 -1.614838200E-02 1.336626100E-02 2.400993200E-02 3.171521100E-02 4.312973400E-02 5.753483700E-02 6.953421500E-02 7.725468900E-02
310 -1.698613840E-01 -5.016931200E-02 2.732472000E-03 2.084470900E-02 3.064242000E-02 4.245895200E-02 5.600306500E-02 6.946510600E-02 7.775315800E-02
315 -1.471079540E-01 -1.122118600E-01 -1.769288800E-02 1.492392900E-02 2.877697600E-02 4.198736000E-02 5.686726600E-02 7.118494700E-02 7.964766300E-02
320 -9.213563600E-02 -1.786094980E-01 -5.584208300E-02 2.837031000E-03 2.572667200E-02 4.195244000E-02 5.760045200E-02 7.313401500E-02 8.403474500E-02
325 9.537764000E-03 -1.527869270E-01 -1.201672400E-01 -1.967684700E-02 1.909374700E-02 4.058701200E-02 5.847038500E-02 7.596421800E-02 8.878535300E-02
330 1.795241000E-02 -9.430457600E-02 -1.883023120E-01 -5.880127700E-02 6.595281000E-03 3.759241000E-02 6.026292400E-02 8.043345200E-02 9.461823300E-02
335 2.877715800E-02 8.986661000E-03 -1.617342660E-01 -1.227398790E-01 -1.528659000E-02 3.231499700E-02 6.041523200E-02 8.416752300E-02 1.029117300E-01
340 4.198077700E-02 1.538226600E-02 -1.045442170E-01 -2.025500200E-01 -5.364168500E-02 2.061417200E-02 5.893028900E-02 8.771108600E-02 1.103917160E-01
