T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 -1.288913000E-03 1.313898000E-02 2.198843500E-02 2.672985900E-02 3.410806900E-02 4.688708000E-02 6.205581700E-02 7.341534900E-02 7.956677500E-02
295 -1.314377000E-02 9.747875000E-03 2.088865100E-02 2.656840300E-02 3.291495700E-02 4.477624300E-02 5.925918100E-02 7.031705700E-02 7.621815700E-02
300 -3.923079500E-02 2.071680000E-03 1.891683600E-02 2.569722900E-02 3.201499200E-02 4.322254600E-02 5.771159600E-02 6.846919200E-02 7.374796000E-02
305 -9.030710200E-02 -1.418294900E-02 1.400103300E-02 2.419197700E-02 3.161782800E-02 4.269265000E-02 5.643867600E-02 6.717094400E-02 7.283540700E-02
310 -1.701879640E-01 -4.633001300E-02 3.997402000E-03 2.122936000E-02 3.060496400E-02 4.202403600E-02 5.484224900E-02 6.689944200E-02 7.284433300E-02
315 -1.480903630E-01 -1.053752490E-01 -1.522924700E-02 1.569545100E-02 2.887829100E-02 4.156427000E-02 5.554863200E-02 6.823590700E-02 7.416413200E-02
320 -9.439552600E-02 -1.791555710E-01 -5.127014200E-02 4.357361000E-03 2.603246800E-02 4.153521700E-02 5.618797400E-02 6.989883800E-02 7.759554600E-02
325 8.980778000E-03 -1.541212630E-01 -1.124677720E-01 -1.680720200E-02 1.987203100E-02 4.028274800E-02 5.698530800E-02 7.241409700E-02 8.155032800E-02
330 1.715248500E-02 -9.713416300E-02 -1.890987810E-01 -5.370772300E-02 8.199443000E-03 3.753241600E-02 5.865459000E-02 7.637879700E-02 8.664142000E-02
335 2.771464700E-02 8.131915000E-03 -1.634639880E-01 -1.145051180E-01 -1.227533900E-02 3.268125300E-02 5.886654100E-02 7.986755300E-02 9.392413600E-02
340 4.067378000E-02 1.468812300E-02 -1.079330820E-01 -2.034683450E-01 -4.837282500E-02 2.183493800E-02 5.759560200E-02 8.325801000E-02 1.008258040E-01
