N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 -2.091849000E-03 -1.482392100E-02 -4.269715100E-02 -9.690529700E-02 -1.698110740E-01 -1.469584380E-01 -9.179347500E-02 9.623361000E-03 1.807477000E-02 2.893895200E-02 4.217902000E-02
1.600000000E+01 3.432467400E-02 3.308118200E-02 3.214075100E-02 3.172786300E-02 3.064761200E-02 2.879349300E-02 2.567465400E-02 1.897054400E-02 6.342085000E-03 -1.576054500E-02 -5.446750600E-02
1.700000000E+01 8.426573900E-02 8.079026100E-02 7.847086400E-02 7.817719700E-02 7.876762900E-02 8.076492500E-02 8.532776700E-02 9.018094900E-02 9.612493200E-02 1.045843650E-01 1.121396590E-01
1.549996187E+01 2.187308600E-02 2.068958200E-02 1.854586100E-02 1.326709700E-02 2.534687000E-03 -1.807790600E-02 -5.655482200E-02 -1.213608770E-01 -1.881800910E-01 -1.614697070E-01 -1.040277700E-01
1.649996187E+01 6.341758100E-02 6.049017400E-02 5.896160100E-02 5.771885100E-02 5.619688700E-02 5.708654900E-02 5.783362500E-02 5.871379800E-02 6.052527700E-02 6.066627600E-02 5.914540300E-02
1.674996808E+01 7.613207900E-02 7.286566800E-02 7.112291600E-02 6.996405200E-02 6.992757500E-02 7.171586100E-02 7.369517100E-02 7.661103600E-02 8.113455800E-02 8.490249100E-02 8.846420900E-02
1.624993176E+01 4.749615000E-02 4.530398400E-02 4.371054500E-02 4.319976600E-02 4.252841700E-02 4.205464100E-02 4.201852300E-02 4.063476000E-02 3.760102700E-02 3.225575400E-02 2.041960800E-02
1.574996808E+01 2.674327100E-02 2.654537700E-02 2.560753000E-02 2.398135100E-02 2.078430800E-02 1.480277400E-02 2.598438000E-03 -2.012655900E-02 -5.959701800E-02 -1.240186110E-01 -2.024086960E-01
1.524993176E+01 1.284339900E-02 9.194944000E-03 9.543740000E-04 -1.645488700E-02 -5.076698200E-02 -1.132708380E-01 -1.785257570E-01 -1.525833940E-01 -9.385086700E-02 9.061203000E-03 1.548884200E-02
