fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0DL0 7:24 290.4 39.92 1.000E+000 8.267E+000 6.526E-012 2.260E+004 2.992E+000 5.952E-006 1.692E-004 2.486E-001 1.691E-004 1.873E-005 4.458E-001 1.606E-001 1.166E-004 5.851E-003 
0DL1 7:27 290.5 39.91 1.000E+000 8.232E+000 6.434E-012 2.253E+004 2.986E+000 5.954E-006 1.691E-004 2.481E-001 1.690E-004 1.868E-005 4.457E-001 1.603E-001 1.165E-004 6.879E-003 
0DL2 7:30 290.6 39.9 1.000E+000 8.266E+000 6.793E-012 2.246E+004 2.992E+000 6.006E-006 1.692E-004 2.480E-001 1.690E-004 1.867E-005 4.452E-001 1.602E-001 1.164E-004 7.748E-003 
0DL3 7:33 290.7 39.88 1.000E+000 8.249E+000 6.796E-012 2.239E+004 2.987E+000 6.004E-006 1.687E-004 2.475E-001 1.686E-004 1.857E-005 4.451E-001 1.599E-001 1.160E-004 5.809E-003 
0DL4 7:35 290.8 39.87 1.000E+000 8.248E+000 6.960E-012 2.233E+004 2.992E+000 6.072E-006 1.688E-004 2.472E-001 1.687E-004 1.854E-005 4.445E-001 1.596E-001 1.161E-004 6.042E-003 
0DL5 7:38 290.9 39.86 1.000E+000 4.369E+000 1.000E-015 2.226E+004 2.958E+000 5.875E-006 1.682E-004 2.467E-001 1.681E-004 1.853E-005 4.468E-001 1.596E-001 1.160E-004 5.733E-003 
0DL6 7:41 291 39.84 1.000E+000 8.246E+000 7.120E-012 2.219E+004 2.983E+000 6.035E-006 1.679E-004 2.467E-001 1.677E-004 1.839E-005 4.444E-001 1.592E-001 1.154E-004 5.121E-003 
0DL7 7:44 291 39.84 1.000E+000 8.259E+000 7.339E-012 2.219E+004 3.010E+000 6.354E-006 1.675E-004 2.450E-001 1.673E-004 1.811E-005 4.417E-001 1.577E-001 1.148E-004 2.843E-003 
0DL8 7:47 291.1 39.83 1.000E+000 8.217E+000 7.197E-012 2.212E+004 2.985E+000 6.095E-006 1.683E-004 2.464E-001 1.682E-004 1.839E-005 4.440E-001 1.590E-001 1.156E-004 5.769E-003 
0DL9 7:49 291.1 39.83 1.000E+000 8.228E+000 7.379E-012 2.212E+004 2.990E+000 6.154E-006 1.683E-004 2.461E-001 1.682E-004 1.835E-005 4.435E-001 1.587E-001 1.156E-004 5.669E-003 
