T d154 d184 d214 d244
d 150 180 210 240
290 3.074770000E-04 2.857110000E-04 2.736040000E-04 2.661230000E-04
295 2.888590000E-04 2.680020000E-04 2.568180000E-04 2.493230000E-04
300 2.787750000E-04 2.572540000E-04 2.450230000E-04 2.399830000E-04
305 2.723780000E-04 2.491300000E-04 2.379790000E-04 2.327500000E-04
310 2.804080000E-04 2.600770000E-04 2.504100000E-04 2.392160000E-04
315 2.961890000E-04 2.812940000E-04 2.655750000E-04 2.583590000E-04
320 3.175860000E-04 3.019110000E-04 2.917920000E-04 2.847880000E-04
325 3.603220000E-04 3.441730000E-04 3.339480000E-04 3.271780000E-04
330 4.162290000E-04 3.994280000E-04 3.887340000E-04 3.808930000E-04
335 4.792350000E-04 4.623280000E-04 4.504730000E-04 4.429880000E-04
340 5.599820000E-04 5.416580000E-04 5.283700000E-04 5.196500000E-04
