T d154 d184 d214 d244
d 150 180 210 240
290 7.928640000E-04 7.895630000E-04 7.860250000E-04 7.852240000E-04
295 7.274220000E-04 7.233690000E-04 7.239800000E-04 7.263870000E-04
300 6.885300000E-04 6.747710000E-04 7.912340000E-04 8.155910000E-04
305 6.472550000E-04 6.290090000E-04 7.003250000E-04 6.293170000E-04
310 6.355860000E-04 6.455570000E-04 6.289250000E-04 6.258080000E-04
315 6.697490000E-04 6.634250000E-04 6.555480000E-04 6.555690000E-04
320 7.080240000E-04 7.012150000E-04 6.985740000E-04 7.009000000E-04
325 8.001380000E-04 7.912660000E-04 7.879960000E-04 7.905960000E-04
330 9.253380000E-04 9.162980000E-04 9.100210000E-04 9.107270000E-04
335 1.072593000E-03 1.062888000E-03 1.054442000E-03 1.054939000E-03
340 1.267385000E-03 1.255105000E-03 1.293992000E-03 1.241674000E-03
