T d154 d184 d214 d244
d 150 180 210 240
290 1.032040000E-04 8.582300000E-05 7.485600000E-05 6.681300000E-05
295 9.239500000E-05 7.683400000E-05 6.821000000E-05 6.118300000E-05
300 8.539500000E-05 7.183100000E-05 6.512300000E-05 5.883600000E-05
305 8.069200000E-05 6.906900000E-05 6.155800000E-05 5.799600000E-05
310 7.817500000E-05 6.836200000E-05 6.196500000E-05 5.845200000E-05
315 7.628100000E-05 6.837700000E-05 6.330500000E-05 5.998700000E-05
320 7.395000000E-05 6.749100000E-05 6.373500000E-05 6.131900000E-05
325 6.374900000E-05 5.899300000E-05 5.659900000E-05 5.559800000E-05
330 3.331000000E-05 3.028800000E-05 2.986900000E-05 3.111200000E-05
335 -3.198900000E-05 -3.200700000E-05 -2.939500000E-05 -2.461900000E-05
340 5.131400000E-05 4.034300000E-05 3.331000000E-05 2.838900000E-05
