N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 4.380404500E-02 4.303142600E-02 4.223603000E-02 4.152579300E-02
1.016672606E+01 3.177202000E-02 3.123538400E-02 3.068669900E-02 3.020509100E-02
1.033324570E+01 2.264315100E-02 2.226595900E-02 2.188600100E-02 2.155915600E-02
1.049996187E+01 1.592105100E-02 1.565296100E-02 1.538815900E-02 1.516552900E-02
1.066670514E+01 1.108016900E-02 1.088778400E-02 1.070201500E-02 1.054947500E-02
1.083333839E+01 7.650570000E-03 7.511330000E-03 7.379955000E-03 7.274571000E-03
1.100000000E+01 5.249658000E-03 5.148054000E-03 5.054334000E-03 4.980872000E-03
1.116672606E+01 3.583722000E-03 3.508962000E-03 3.441648000E-03 3.389898000E-03
1.133324570E+01 2.435690000E-03 2.380495000E-03 2.331944000E-03 2.295572000E-03
1.149996187E+01 1.649209000E-03 1.608674000E-03 1.574074000E-03 1.548987000E-03
1.166670514E+01 1.113735000E-03 1.084601000E-03 1.060674000E-03 1.044159000E-03
1.183333839E+01 7.516190000E-04 7.316000000E-04 7.159780000E-04 7.059460000E-04
1.200000000E+01 5.087300000E-04 4.959170000E-04 4.865050000E-04 4.811040000E-04
1.216672606E+01 3.471880000E-04 3.397120000E-04 3.346110000E-04 3.321960000E-04
1.233324570E+01 2.404400000E-04 2.366170000E-04 2.341880000E-04 2.334590000E-04
1.249996187E+01 1.700410000E-04 1.684170000E-04 1.674730000E-04 1.675350000E-04
1.266670514E+01 1.234190000E-04 1.229630000E-04 1.227400000E-04 1.230750000E-04
1.283333839E+01 9.219100000E-05 9.224800000E-05 9.231600000E-05 9.271000000E-05
1.300000000E+01 7.093100000E-05 7.116200000E-05 7.130800000E-05 6.864800000E-05
