fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_295 001_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 4.908325975E-16 1.000000000E+20 1.022491038E+00 3.256895511E-17 3.983951278E-06 
001_295_SRH 001_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.236435313E-16 1.000000000E+20 1.038309186E+00 1.248061070E-17 8.722150217E-06 
002_295 002_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 5.845267586E-16 1.000000000E+20 1.026196743E+00 3.598092937E-17 4.962258237E-06 
002_295_SRH 002_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 3.200880333E-16 1.000000000E+20 1.038949064E+00 1.782305091E-17 8.912320580E-06 
003_295 003_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 7.132081793E-16 1.000000000E+20 1.029846042E+00 4.170007311E-17 5.967494082E-06 
003_295_SRH 003_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 4.534853578E-16 1.000000000E+20 1.039854654E+00 2.518559369E-17 9.184458272E-06 
004_295 004_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 8.867845294E-16 1.000000000E+20 1.033423444E+00 5.012423100E-17 6.991621496E-06 
004_295_SRH 004_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 6.339333003E-16 1.000000000E+20 1.041119901E+00 3.511632724E-17 9.569316341E-06 
005_295 005_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.115089093E-15 1.000000000E+20 1.037013257E+00 6.172707821E-17 8.055333211E-06 
005_295_SRH 005_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 8.713720138E-16 1.000000000E+20 1.042853387E+00 4.818745515E-17 1.010577926E-05 
006_295 006_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.406423049E-15 1.000000000E+20 1.040764786E+00 7.704879796E-17 9.205426813E-06 
