f G/w
1.0000000E+6 4.2613313E-5
8.9779585E+5 4.4127783E-5
8.0603739E+5 4.5592692E-5
7.2365703E+5 4.6981184E-5
6.4969628E+5 4.8307379E-5
5.8329463E+5 4.9573826E-5
5.2367949E+5 5.0781691E-5
4.7015728E+5 5.1682133E-5
4.2210526E+5 5.2559182E-5
3.7896435E+5 5.3179993E-5
3.4023262E+5 5.3566094E-5
3.0545943E+5 5.3648696E-5
2.7424021E+5 5.3487401E-5
2.4621173E+5 5.3027573E-5
2.2104787E+5 5.2366766E-5
1.9845586E+5 5.1454478E-5
1.7817285E+5 5.0336795E-5
1.5996284E+5 4.9128394E-5
1.4361398E+5 4.7860473E-5
1.2893603E+5 4.6530672E-5
1.1575824E+5 4.5223547E-5
1.0392726E+5 4.4087731E-5
9.3305466E+4 4.3023646E-5
8.3769261E+4 4.2141156E-5
7.5207695E+4 4.1475278E-5
6.7521156E+4 4.0941787E-5
6.0620214E+4 4.0767936E-5
5.4424577E+4 4.0705279E-5
4.8862159E+4 4.1088844E-5
4.3868244E+4 4.1828988E-5
3.9384728E+4 4.2708437E-5
3.5359445E+4 4.4006222E-5
3.1745563E+4 4.5845258E-5
2.8501035E+4 4.7780898E-5
2.5588111E+4 5.0287267E-5
2.2972900E+4 5.3469329E-5
2.0624974E+4 5.6655969E-5
1.8517016E+4 6.0587729E-5
1.6624501E+4 6.4954232E-5
1.4925408E+4 7.0296760E-5
1.3399969E+4 7.5948492E-5
1.2030437E+4 8.2563968E-5
1.0800876E+4 8.9655138E-5
9.6969820E+3 9.7958446E-5
8.7059100E+3 1.0705572E-4
7.8161300E+3 1.1706101E-4
7.0172890E+3 1.2843025E-4
6.3000930E+3 1.4082948E-4
5.6561970E+3 1.5477344E-4
5.0781110E+3 1.7020482E-4
4.5591070E+3 1.8743393E-4
4.0931470E+3 2.0688718E-4
3.6748100E+3 2.2789065E-4
3.2992300E+3 2.5145871E-4
2.9620350E+3 2.7724997E-4
2.6593020E+3 3.0670421E-4
2.3875110E+3 3.3843728E-4
2.1434970E+3 3.7406644E-4
1.9244230E+3 4.1380906E-4
1.7277390E+3 4.5713405E-4
1.5511570E+3 5.0521823E-4
1.3926220E+3 5.5822675E-4
1.2502900E+3 6.1636328E-4
1.1225050E+3 6.8189652E-4
1.0077810E+3 7.5236080E-4
9.0478100E+2 8.3066893E-4
8.1230900E+2 9.1397596E-4
7.2928800E+2 1.0105173E-3
6.5475100E+2 1.1084631E-3
5.8783300E+2 1.2148737E-3
5.2775400E+2 1.3304175E-3
4.7381500E+2 1.4573642E-3
4.2539000E+2 1.5922628E-3
3.8191300E+2 1.7288675E-3
3.4288000E+2 1.8841597E-3
3.0783600E+2 2.0303690E-3
2.7637400E+2 2.1984776E-3
2.4812700E+2 2.3646563E-3
2.2276800E+2 2.5383144E-3
2.0000000E+2 2.7319984E-3
