T d154 d184 d214 d244
d 150 180 210 240
290 1.242107624E+00 1.241267181E+00 1.241488068E+00 1.241318620E+00
295 1.244621640E+00 1.243652453E+00 1.243714384E+00 1.244137359E+00
300 1.247294566E+00 1.246339763E+00 1.246120391E+00 1.245339275E+00
305 1.249430193E+00 1.248692876E+00 1.248049579E+00 1.247154866E+00
310 1.251630564E+00 1.250799692E+00 1.250016015E+00 1.248425287E+00
315 1.253289829E+00 1.252258476E+00 1.251400120E+00 1.250960402E+00
320 1.253554724E+00 1.252244600E+00 1.251273257E+00 1.250647576E+00
325 1.253385450E+00 1.251709486E+00 1.250660663E+00 1.249676236E+00
330 1.252051660E+00 1.250012018E+00 1.248626301E+00 1.247643859E+00
335 1.248610982E+00 1.246106813E+00 1.244347751E+00 1.243164828E+00
340 1.244731182E+00 1.241589054E+00 1.239254180E+00 1.238034770E+00
