T d154 d184 d214 d244
d 150 180 210 240
290 1.274501950E+00 1.274160712E+00 1.274535114E+00 1.274466402E+00
295 1.274372085E+00 1.273928674E+00 1.274232906E+00 1.274813867E+00
300 1.275190154E+00 1.274846526E+00 1.274967673E+00 1.275058869E+00
305 1.276472899E+00 1.276472689E+00 1.276133443E+00 1.276389724E+00
310 1.278919007E+00 1.278951207E+00 1.278675169E+00 1.278631411E+00
315 1.281959803E+00 1.281985975E+00 1.281791757E+00 1.281658347E+00
320 1.284983008E+00 1.285036761E+00 1.284842447E+00 1.284691822E+00
325 1.288415333E+00 1.288494723E+00 1.288517380E+00 1.288063042E+00
330 1.291677144E+00 1.291948145E+00 1.291919270E+00 1.291718569E+00
335 1.294384467E+00 1.294702570E+00 1.294606728E+00 1.294389069E+00
340 1.296967615E+00 1.297235152E+00 1.297141645E+00 1.296949981E+00
