N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.209196027E+00 1.205615817E+00 1.202515929E+00 1.199560190E+00
1.016672606E+01 1.209985634E+00 1.206332240E+00 1.203202090E+00 1.200246241E+00
1.033324570E+01 1.210583795E+00 1.206895326E+00 1.203768963E+00 1.200846172E+00
1.049996187E+01 1.211058803E+00 1.207374158E+00 1.204288600E+00 1.201436750E+00
1.066670514E+01 1.211469668E+00 1.207830194E+00 1.204827377E+00 1.202090889E+00
1.083333839E+01 1.211869633E+00 1.208321616E+00 1.205450400E+00 1.202881154E+00
1.100000000E+01 1.212310040E+00 1.208907091E+00 1.206223991E+00 1.203879901E+00
1.116672606E+01 1.212843818E+00 1.209647720E+00 1.207214774E+00 1.205154005E+00
1.133324570E+01 1.213527427E+00 1.210605788E+00 1.208483564E+00 1.206753546E+00
1.149996187E+01 1.214420143E+00 1.211839001E+00 1.210074441E+00 1.208697723E+00
1.166670514E+01 1.215579539E+00 1.213390722E+00 1.212003054E+00 1.210967334E+00
1.183333839E+01 1.217053554E+00 1.215280710E+00 1.214253654E+00 1.213514918E+00
1.200000000E+01 1.218872809E+00 1.217504359E+00 1.216792414E+00 1.216291966E+00
1.216672606E+01 1.221049376E+00 1.220045061E+00 1.219591017E+00 1.219273608E+00
1.233324570E+01 1.223585057E+00 1.222891445E+00 1.222640708E+00 1.222460394E+00
1.249996187E+01 1.226481537E+00 1.226042514E+00 1.225944994E+00 1.225861017E+00
1.266670514E+01 1.229739559E+00 1.229496174E+00 1.229502965E+00 1.229477902E+00
1.283333839E+01 1.233346453E+00 1.233236037E+00 1.233302118E+00 1.233306036E+00
1.300000000E+01 1.237266910E+00 1.237230774E+00 1.237322591E+00 1.237336845E+00
