N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.244771736E+00 1.243817405E+00 1.242496412E+00 1.241124536E+00
1.016672606E+01 1.248821731E+00 1.247638181E+00 1.246147414E+00 1.244656494E+00
1.033324570E+01 1.252358746E+00 1.250903272E+00 1.249215240E+00 1.247587128E+00
1.049996187E+01 1.255382197E+00 1.253649702E+00 1.251768366E+00 1.250011259E+00
1.066670514E+01 1.257904629E+00 1.255926269E+00 1.253883990E+00 1.252028963E+00
1.083333839E+01 1.259978345E+00 1.257813376E+00 1.255663696E+00 1.253758634E+00
1.100000000E+01 1.261696119E+00 1.259421926E+00 1.257231972E+00 1.255335668E+00
1.116672606E+01 1.263179010E+00 1.260883484E+00 1.258728490E+00 1.256906067E+00
1.133324570E+01 1.264563826E+00 1.262341230E+00 1.260300890E+00 1.258619765E+00
1.149996187E+01 1.265995612E+00 1.263944218E+00 1.262098898E+00 1.260623412E+00
1.166670514E+01 1.267624178E+00 1.265842556E+00 1.264266781E+00 1.263049974E+00
1.183333839E+01 1.269600316E+00 1.268179095E+00 1.266930876E+00 1.266003803E+00
1.200000000E+01 1.272066860E+00 1.271074526E+00 1.270181831E+00 1.269543641E+00
1.216672606E+01 1.275141572E+00 1.274606778E+00 1.274056379E+00 1.273670989E+00
1.233324570E+01 1.278893885E+00 1.278791921E+00 1.278528472E+00 1.278332818E+00
1.249996187E+01 1.283324572E+00 1.283578484E+00 1.283518851E+00 1.283441800E+00
1.266670514E+01 1.288361909E+00 1.288863557E+00 1.288922182E+00 1.288904702E+00
1.283333839E+01 1.293882378E+00 1.294525477E+00 1.294637023E+00 1.294642423E+00
1.300000000E+01 1.299747776E+00 1.300454447E+00 1.300581706E+00 1.300593065E+00
