N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 4.481473000E-03 -5.657727000E-03 -2.558255800E-02 -6.467261500E-02 -1.328398880E-01 -1.423099230E-01 -8.568929500E-02 5.413415000E-03 1.053204900E-02 1.758077700E-02 2.700208900E-02
1.600000000E+01 3.084882300E-02 3.029066000E-02 2.992462200E-02 2.993789900E-02 2.950780000E-02 2.856683300E-02 2.691547300E-02 2.278906700E-02 1.493143400E-02 1.044426000E-03 -2.391907800E-02
1.700000000E+01 6.631662000E-02 6.322965300E-02 6.153550200E-02 6.038170800E-02 5.970119500E-02 5.982781400E-02 6.131721300E-02 6.333605500E-02 6.622546700E-02 7.054325300E-02 7.496999400E-02
1.549996187E+01 2.331550100E-02 2.238060600E-02 2.102435400E-02 1.696838300E-02 9.754871000E-03 -4.447335000E-03 -3.112253400E-02 -7.685359500E-02 -1.472949980E-01 -1.574803120E-01 -1.030935840E-01
1.649996187E+01 5.370705100E-02 5.186494200E-02 5.085155700E-02 4.999658300E-02 4.962953400E-02 5.017921900E-02 5.078064200E-02 5.157597100E-02 5.293458000E-02 5.341468700E-02 5.304759700E-02
1.674996808E+01 6.194725500E-02 5.977627500E-02 5.833845300E-02 5.724303700E-02 5.687100600E-02 5.721079400E-02 5.815247900E-02 5.973398000E-02 6.236532600E-02 6.480801400E-02 6.730250300E-02
1.624993176E+01 4.175865700E-02 4.051332100E-02 3.968782400E-02 3.954850000E-02 3.938442700E-02 3.885817700E-02 3.915501500E-02 3.867870800E-02 3.716772600E-02 3.435694700E-02 2.626978400E-02
1.574996808E+01 2.629478700E-02 2.635903200E-02 2.591806600E-02 2.495547100E-02 2.289771600E-02 1.900188600E-02 1.085011500E-02 -4.371141000E-03 -3.075053300E-02 -7.521189400E-02 -1.414123710E-01
1.524993176E+01 1.593981100E-02 1.348314600E-02 7.567516000E-03 -4.806007000E-03 -2.898221400E-02 -7.281555700E-02 -1.446847090E-01 -1.484107430E-01 -9.050106700E-02 5.144776000E-03 8.921641000E-03
