X Y Xfit Yfit
1.6865400E+1 4.8490600E+1 1.6532569E+1 4.8343726E+1
1.7930700E+1 5.2117400E+1 1.7652543E+1 5.2073110E+1
1.8951700E+1 5.6084600E+1 1.8774243E+1 5.6084592E+1
1.9974600E+1 6.0390600E+1 1.9884229E+1 6.0419956E+1
2.0971300E+1 6.5112100E+1 2.0971300E+1 6.5127591E+1
2.1959700E+1 7.0278900E+1 2.2027163E+1 7.0262068E+1
2.2946300E+1 7.5947100E+1 2.3046802E+1 7.5883664E+1
2.3894800E+1 8.2181600E+1 2.4028551E+1 8.2057943E+1
2.4875400E+1 8.9012900E+1 2.4973941E+1 8.8855496E+1
2.5754400E+1 9.6607300E+1 2.5887401E+1 9.6351903E+1
2.6678900E+1 1.0492000E+2 2.6775894E+1 1.0462794E+2
2.7587800E+1 1.1409500E+2 2.7648558E+1 1.1377002E+2
2.8491900E+1 1.2422300E+2 2.8516420E+1 1.2387083E+2
2.9392200E+1 1.3532300E+2 2.9392200E+1 1.3503014E+2
3.0389500E+1 1.4766400E+2 3.0290235E+1 1.4735577E+2
3.1323000E+1 1.6125100E+2 3.1226528E+1 1.6096469E+2
3.2405900E+1 1.7621800E+2 3.2218921E+1 1.7598416E+2
3.3417700E+1 1.9268800E+2 3.3287392E+1 1.9255299E+2
3.4657600E+1 2.1098600E+2 3.4454481E+1 2.1082293E+2
3.5976700E+1 2.3098500E+2 3.5745842E+1 2.3096008E+2
3.7380500E+1 2.5310200E+2 3.7190936E+1 2.5314638E+2
3.9011400E+1 2.7743900E+2 3.8823884E+1 2.7758138E+2
4.0779300E+1 3.0432400E+2 4.0684484E+1 3.0448376E+2
4.2895700E+1 3.3389800E+2 4.2819455E+1 3.3409343E+2
4.5290900E+1 3.6636800E+2 4.5283898E+1 3.6667328E+2
4.8070100E+1 4.0226600E+2 4.8143070E+1 4.0251147E+2
5.1251400E+1 4.4155800E+2 5.1474484E+1 4.4192354E+2
5.5183400E+1 4.8496400E+2 5.5370431E+1 4.8525476E+2
5.9705800E+1 5.3263700E+2 5.9940994E+1 5.3288260E+2
6.4778300E+1 5.8514300E+2 6.5317637E+1 5.8521923E+2
7.0730800E+1 6.4272300E+2 7.1657505E+1 6.4271399E+2
7.8448800E+1 7.0585600E+2 7.9148541E+1 7.0585600E+2
8.6810500E+1 7.7522900E+2 8.8015579E+1 7.7517646E+2
9.7211100E+1 8.5138800E+2 9.8527582E+1 8.5125078E+2
1.0993300E+2 9.3511200E+2 1.1100623E+2 9.3470033E+2
1.2487300E+2 1.0269700E+3 1.2583601E+2 1.0261935E+3
1.4281400E+2 1.1268100E+3 1.4347617E+2 1.1264456E+3
1.6372900E+2 1.2373400E+3 1.6447456E+2 1.2362180E+3
1.8913700E+2 1.3576200E+3 1.8948381E+2 1.3563147E+3
2.1856900E+2 1.4900100E+3 2.1927984E+2 1.4875764E+3
2.5478300E+2 1.6333500E+3 2.5478300E+2 1.6308719E+3
2.9804800E+2 1.7904600E+3 2.9708170E+2 1.7870839E+3
3.4793500E+2 1.9595400E+3 3.4745831E+2 1.9570896E+3
4.0961500E+2 2.1448500E+3 4.0741701E+2 2.1417339E+3
4.7901400E+2 2.3436700E+3 4.7871227E+2 2.3417927E+3
5.6551500E+2 2.5628800E+3 5.6337662E+2 2.5579255E+3
6.6761000E+2 2.7915100E+3 6.6374500E+2 2.7906140E+3
7.8877200E+2 3.0431700E+3 7.8247199E+2 3.0400852E+3
9.2687600E+2 3.3044800E+3 9.2253685E+2 3.3062172E+3
1.0925900E+3 3.5867700E+3 1.0872299E+3 3.5884284E+3
1.2852600E+3 3.8836400E+3 1.2801107E+3 3.8855485E+3
1.5087500E+3 4.1920100E+3 1.5049298E+3 4.1956808E+3
1.7675500E+3 4.5082500E+3 1.7655034E+3 4.5160612E+3
2.0694400E+3 4.8345200E+3 2.0655287E+3 4.8429265E+3
2.4083400E+3 5.1604300E+3 2.4083400E+3 5.1714205E+3
2.7941500E+3 5.4779400E+3 2.7965998E+3 5.4955551E+3
3.2243200E+3 5.7857600E+3 3.2319451E+3 5.8082650E+3
3.7012800E+3 6.0804000E+3 3.7146070E+3 6.1015788E+3
4.2244400E+3 6.3450300E+3 4.2430590E+3 6.3669357E+3
4.7845700E+3 6.5599600E+3 4.8137408E+3 6.5956431E+3
5.3749100E+3 6.7521800E+3 5.4209311E+3 6.7794592E+3
6.0042800E+3 6.8986200E+3 6.0568160E+3 6.9112392E+3
6.6481800E+3 6.9754200E+3 6.7117993E+3 6.9855702E+3
7.2965800E+3 6.9913700E+3 7.3750232E+3 6.9992906E+3
7.9390500E+3 6.9743600E+3 8.0350645E+3 6.9518120E+3
8.5753200E+3 6.8714400E+3 8.6807341E+3 6.8451783E+3
9.2128400E+3 6.7309600E+3 9.3017883E+3 6.6838591E+3
9.7884400E+3 6.5551900E+3 9.8895820E+3 6.4743002E+3
1.0339100E+4 6.3096700E+3 1.0437437E+4 6.2243380E+3
1.0844100E+4 6.0822900E+3 1.0940843E+4 5.9425381E+3
1.1315400E+4 5.7833200E+3 1.1397397E+4 5.6375815E+3
1.1714200E+4 5.5069700E+3 1.1806591E+4 5.3177424E+3
