N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.778E+16 315 3.800E-4 3.759223E+1 1.759850E+1 5.753790E-1 8.136230E+1
1.468000E+10 1.778E+16 315 3.800E-4 3.749990E+1 1.753660E+1 5.748450E-1 8.135130E+1
2.154000E+10 1.778E+16 315 3.800E-4 3.737073E+1 1.745050E+1 5.741090E-1 8.133600E+1
3.162000E+10 1.778E+16 315 3.800E-4 3.719354E+1 1.733330E+1 5.731170E-1 8.131510E+1
4.642000E+10 1.778E+16 315 3.800E-4 3.695676E+1 1.717820E+1 5.718210E-1 8.128730E+1
6.813000E+10 1.778E+16 315 3.800E-4 3.665080E+1 1.697970E+1 5.701870E-1 8.125120E+1
1.000000E+11 1.778E+16 315 3.800E-4 3.627116E+1 1.673590E+1 5.681270E-1 8.121610E+1
1.468000E+11 1.778E+16 315 3.800E-4 3.582097E+1 1.644240E+1 5.657500E-1 8.113410E+1
2.154000E+11 1.778E+16 315 3.800E-4 3.531095E+1 1.612020E+1 5.631160E-1 8.107040E+1
3.162000E+11 1.778E+16 315 3.800E-4 3.475564E+1 1.577250E+1 5.602620E-1 8.099990E+1
4.642000E+11 1.778E+16 315 3.800E-4 3.416750E+1 1.540570E+1 5.570900E-1 8.093640E+1
6.813000E+11 1.778E+16 315 3.800E-4 3.355275E+1 1.501570E+1 5.537440E-1 8.081790E+1
1.000000E+12 1.778E+16 315 3.800E-4 3.291109E+1 1.461710E+1 5.502040E-1 8.072280E+1
1.468000E+12 1.778E+16 315 3.800E-4 3.223869E+1 1.420170E+1 5.462950E-1 8.063700E+1
2.154000E+12 1.778E+16 315 3.800E-4 3.153134E+1 1.376060E+1 5.422030E-1 8.048850E+1
3.162000E+12 1.778E+16 315 3.800E-4 3.078601E+1 1.330830E+1 5.378120E-1 8.037810E+1
4.642000E+12 1.778E+16 315 3.800E-4 3.000105E+1 1.283120E+1 5.331780E-1 8.021560E+1
6.813000E+12 1.778E+16 315 3.800E-4 2.917585E+1 1.234350E+1 5.283150E-1 8.007960E+1
1.000000E+13 1.778E+16 315 3.800E-4 2.831071E+1 1.183480E+1 5.232060E-1 7.989820E+1
1.468000E+13 1.778E+16 315 3.800E-4 2.740684E+1 1.131800E+1 5.178970E-1 7.973840E+1
2.154000E+13 1.778E+16 315 3.800E-4 2.646645E+1 1.078490E+1 5.123920E-1 7.952770E+1
3.162000E+13 1.778E+16 315 3.800E-4 2.549278E+1 1.024850E+1 5.066720E-1 7.934450E+1
4.642000E+13 1.778E+16 315 3.800E-4 2.449008E+1 9.701300E+0 5.008390E-1 7.909350E+1
6.813000E+13 1.778E+16 315 3.800E-4 2.346363E+1 9.157000E+0 4.947440E-1 7.888210E+1
1.000000E+14 1.778E+16 315 3.800E-4 2.241959E+1 8.608400E+0 4.885600E-1 7.859130E+1
