fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_335 001_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.735343885E-13 1.000000000E+20 1.191938338E+00 9.714595331E-15 4.597612087E-05 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.715934470E-14 1.000000000E+20 1.225977434E+00 8.361577655E-15 1.025408229E-04 
002_335 002_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.126058282E-13 1.000000000E+20 1.203660078E+00 1.357173375E-14 5.791039577E-05 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.267013222E-13 1.000000000E+20 1.226435684E+00 1.225488621E-14 1.037288409E-04 
003_335 003_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.686123260E-13 1.000000000E+20 1.212844030E+00 1.923763186E-14 6.987072533E-05 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.833943366E-13 1.000000000E+20 1.227093563E+00 1.794957084E-14 1.054651798E-04 
004_335 004_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.479677748E-13 1.000000000E+20 1.215454166E+00 2.752946798E-14 7.798821175E-05 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.638558793E-13 1.000000000E+20 1.228028621E+00 2.626758103E-14 1.079976776E-04 
005_335 005_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.591134327E-13 1.000000000E+20 1.219842388E+00 3.962156751E-14 8.819512337E-05 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.764584680E-13 1.000000000E+20 1.229339343E+00 3.839573234E-14 1.116806634E-04 
006_335 006_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.118219194E-13 1.000000000E+20 1.224626746E+00 5.722425159E-14 9.906309408E-05 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.310916595E-13 1.000000000E+20 1.231141052E+00 5.604104981E-14 1.170132000E-04 
007_335 007_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.165294485E-13 1.000000000E+20 1.229117792E+00 8.278402310E-14 1.109034383E-04 
007_335_SRH 007_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.383137694E-13 1.000000000E+20 1.233552777E+00 8.165197641E-14 1.246850160E-04 
008_335 008_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.082887518E-12 1.000000000E+20 1.233671084E+00 1.198109877E-13 1.248869967E-04 
008_335_SRH 008_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.007816518E-12 1.000000000E+20 1.236669526E+00 1.187398502E-13 1.356212243E-04 
009_335 009_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.417992172E-12 1.000000000E+20 1.238507431E+00 1.733605155E-13 1.424567268E-04 
009_335_SRH 009_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.346647416E-12 1.000000000E+20 1.240521102E+00 1.723593666E-13 1.510104870E-04 
010_335 010_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.825575198E-12 1.000000000E+20 1.243686863E+00 2.507667874E-13 1.652728725E-04 
010_335_SRH 010_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.716153695E-20 1.000000000E+20 1.007339972E+00 1.930638356E-12 1.314126060E-03 
011_335 011_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.307505395E-12 1.000000000E+20 1.249106006E+00 3.627587948E-13 1.951150921E-04 
011_335_SRH 011_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.244602578E-12 1.000000000E+20 1.249998278E+00 3.619113601E-13 2.010544865E-04 
012_335 012_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.867297642E-12 1.000000000E+20 1.255585570E+00 5.263174106E-13 2.337653577E-04 
012_335_SRH 012_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.808660541E-12 1.000000000E+20 1.255924056E+00 5.252820441E-13 2.390112201E-04 
013_335 013_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.515551925E-12 1.000000000E+20 1.259965953E+00 7.617071390E-13 2.779482009E-04 
013_335_SRH 013_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.460859925E-12 1.000000000E+20 1.260314382E+00 7.609428122E-13 2.814774894E-04 
014_335 014_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.273592105E-12 1.000000000E+20 1.264964393E+00 1.106483346E-12 3.381448487E-04 
014_335_SRH 014_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.222124709E-12 1.000000000E+20 1.265179105E+00 1.105740191E-12 3.417100415E-04 
015_335 015_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.169576675E-12 1.000000000E+20 1.268988083E+00 1.608935271E-12 4.100337200E-04 
015_335_SRH 015_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.120785601E-12 1.000000000E+20 1.269142133E+00 1.608278721E-12 4.138323591E-04 
016_335 016_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.239111335E-12 1.000000000E+20 1.272542797E+00 2.343449407E-12 4.979290503E-04 
016_335_SRH 016_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.192361372E-12 1.000000000E+20 1.272653890E+00 2.342867372E-12 5.015918065E-04 
017_335 017_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.521552691E-12 1.000000000E+20 1.275409989E+00 3.416929922E-12 6.035263968E-04 
017_335_SRH 017_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.476077195E-12 1.000000000E+20 1.275707087E+00 3.417964467E-12 6.068170607E-04 
018_335 018_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.059785645E-12 1.000000000E+20 1.277950077E+00 4.989229436E-12 7.264217320E-04 
018_335_SRH 018_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.015564555E-12 1.000000000E+20 1.278168320E+00 4.990375687E-12 7.293392281E-04 
019_335 019_335.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.090702583E-11 1.000000000E+20 1.281472887E+00 7.301382857E-12 8.725236657E-04 
019_335_SRH 019_335_srh.dat 335 34.61 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.086497168E-11 1.000000000E+20 1.281730350E+00 7.301762905E-12 8.756222618E-04 
