N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.235101068E+00 1.237330566E+00 1.239675993E+00 1.241398221E+00 1.242404936E+00 1.241719312E+00 1.238376018E+00 1.230601133E+00 1.215686533E+00 1.189334464E+00 1.145952663E+00
1.016672606E+01 1.238011245E+00 1.240094409E+00 1.242433373E+00 1.244290360E+00 1.245570677E+00 1.245282694E+00 1.242424746E+00 1.235159753E+00 1.220645770E+00 1.194350269E+00 1.150318330E+00
1.033324570E+01 1.240418506E+00 1.242330218E+00 1.244605305E+00 1.246509319E+00 1.247947458E+00 1.247920612E+00 1.245406137E+00 1.238530944E+00 1.224370145E+00 1.198238086E+00 1.153926659E+00
1.049996187E+01 1.242367026E+00 1.244112964E+00 1.246304284E+00 1.248211085E+00 1.249740713E+00 1.249892739E+00 1.247636630E+00 1.241086532E+00 1.227278364E+00 1.201443981E+00 1.157215902E+00
1.066670514E+01 1.243933539E+00 1.245532568E+00 1.247640079E+00 1.249531765E+00 1.251119571E+00 1.251407558E+00 1.249369795E+00 1.243129005E+00 1.229722330E+00 1.204363024E+00 1.160606036E+00
1.083333839E+01 1.245218326E+00 1.246690615E+00 1.248721793E+00 1.250594351E+00 1.252227631E+00 1.252636397E+00 1.250812103E+00 1.244907899E+00 1.232002425E+00 1.207352470E+00 1.164512088E+00
1.100000000E+01 1.246333710E+00 1.247693866E+00 1.249656089E+00 1.251511313E+00 1.253189707E+00 1.253723704E+00 1.252136115E+00 1.246634388E+00 1.234381734E+00 1.210744149E+00 1.169353628E+00
1.116672606E+01 1.247397072E+00 1.248650422E+00 1.250546512E+00 1.252386991E+00 1.254116977E+00 1.254794453E+00 1.253489195E+00 1.248489609E+00 1.237091089E+00 1.214841875E+00 1.175541092E+00
1.133324570E+01 1.248529104E+00 1.249669599E+00 1.251494920E+00 1.253320400E+00 1.255110819E+00 1.255958308E+00 1.254996305E+00 1.250623005E+00 1.240317711E+00 1.219892011E+00 1.183417644E+00
1.149996187E+01 1.249854861E+00 1.250863581E+00 1.252603562E+00 1.254407396E+00 1.256264414E+00 1.257309365E+00 1.256755475E+00 1.253138856E+00 1.244174018E+00 1.226020195E+00 1.193143724E+00
1.166670514E+01 1.251503714E+00 1.252347806E+00 1.253975456E+00 1.255740464E+00 1.257661120E+00 1.258921635E+00 1.258827504E+00 1.256074777E+00 1.248654926E+00 1.233149226E+00 1.204543506E+00
1.183333839E+01 1.253604247E+00 1.254237077E+00 1.255711041E+00 1.257405284E+00 1.259370158E+00 1.260842916E+00 1.261226608E+00 1.259386686E+00 1.253611616E+00 1.240948830E+00 1.217001760E+00
1.200000000E+01 1.256271303E+00 1.256635219E+00 1.257899984E+00 1.259474223E+00 1.261441789E+00 1.263092450E+00 1.263922919E+00 1.262960704E+00 1.258780659E+00 1.248891734E+00 1.229548843E+00
1.216672606E+01 1.259585519E+00 1.259618692E+00 1.260608852E+00 1.261998230E+00 1.263904406E+00 1.265665927E+00 1.266861479E+00 1.266658503E+00 1.263878710E+00 1.256437406E+00 1.241191970E+00
1.233324570E+01 1.263571618E+00 1.263218679E+00 1.263867978E+00 1.264999432E+00 1.266764266E+00 1.268545213E+00 1.269988143E+00 1.270371771E+00 1.268710375E+00 1.263240130E+00 1.251310677E+00
1.249996187E+01 1.268187199E+00 1.267410667E+00 1.267663694E+00 1.268467479E+00 1.270007177E+00 1.271706486E+00 1.273265654E+00 1.274048944E+00 1.273211746E+00 1.269225936E+00 1.259809312E+00
1.266670514E+01 1.273332899E+00 1.272120686E+00 1.271942641E+00 1.272363612E+00 1.273603210E+00 1.275124943E+00 1.276675045E+00 1.277685708E+00 1.277415476E+00 1.274507190E+00 1.266946806E+00
1.283333839E+01 1.278882572E+00 1.277248742E+00 1.276629465E+00 1.276633782E+00 1.277515859E+00 1.278779152E+00 1.280211492E+00 1.281303187E+00 1.281392277E+00 1.279251133E+00 1.273067934E+00
1.300000000E+01 1.284716746E+00 1.282696784E+00 1.281648912E+00 1.281224964E+00 1.281712789E+00 1.282656050E+00 1.283882048E+00 1.284934281E+00 1.285216479E+00 1.283605650E+00 1.278451483E+00
