N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.208695640E+00 1.205615817E+00 1.197254243E+00 1.178069745E+00 1.138735904E+00 1.066933785E+00 1.011176828E+00 1.011821301E+00 1.013833246E+00 1.017612000E+00 1.023651692E+00
1.016672606E+01 1.209426017E+00 1.206332240E+00 1.197997380E+00 1.178867514E+00 1.139573717E+00 1.067692663E+00 1.011577590E+00 1.012245059E+00 1.014343730E+00 1.018304257E+00 1.024671126E+00
1.033324570E+01 1.209984146E+00 1.206895326E+00 1.198619252E+00 1.179615427E+00 1.140516213E+00 1.068839552E+00 1.011870861E+00 1.012546467E+00 1.014697704E+00 1.018778260E+00 1.025371497E+00
1.049996187E+01 1.210434278E+00 1.207374158E+00 1.199200657E+00 1.180415034E+00 1.141695866E+00 1.070542341E+00 1.012083017E+00 1.012751291E+00 1.014923280E+00 1.019068327E+00 1.025798289E+00
1.066670514E+01 1.210832640E+00 1.207830194E+00 1.199817381E+00 1.181370771E+00 1.143266450E+00 1.073025244E+00 1.012237278E+00 1.012881012E+00 1.015042569E+00 1.019200516E+00 1.025986397E+00
1.083333839E+01 1.211230738E+00 1.208321616E+00 1.200545941E+00 1.182597614E+00 1.145413718E+00 1.076584863E+00 1.012353422E+00 1.012952082E+00 1.015070096E+00 1.019189474E+00 1.025954068E+00
1.100000000E+01 1.211679047E+00 1.208907091E+00 1.201467257E+00 1.184224425E+00 1.148358428E+00 1.081595595E+00 1.012449128E+00 1.012976976E+00 1.015013480E+00 1.019038433E+00 1.025701511E+00
1.116672606E+01 1.212230219E+00 1.209647720E+00 1.202666225E+00 1.186388795E+00 1.152343612E+00 1.088489993E+00 1.012542582E+00 1.012966771E+00 1.014876095E+00 1.018741952E+00 1.025213411E+00
1.133324570E+01 1.212940876E+00 1.210605788E+00 1.204224201E+00 1.189217375E+00 1.157593452E+00 1.097689820E+00 1.012656476E+00 1.012935584E+00 1.014662349E+00 1.018292340E+00 1.024466501E+00
1.149996187E+01 1.213871178E+00 1.211839001E+00 1.206202240E+00 1.192786737E+00 1.164232519E+00 1.109460668E+00 1.016769493E+00 1.012907505E+00 1.014386725E+00 1.017691659E+00 1.023445053E+00
1.166670514E+01 1.215081714E+00 1.213390722E+00 1.208617099E+00 1.197069602E+00 1.172171987E+00 1.123688703E+00 1.039630710E+00 1.012926023E+00 1.014087004E+00 1.016970627E+00 1.022167195E+00
1.183333839E+01 1.216628758E+00 1.215280710E+00 1.211421723E+00 1.201892343E+00 1.181013992E+00 1.139660777E+00 1.066037490E+00 1.013063655E+00 1.013838887E+00 1.016211474E+00 1.020719964E+00
1.200000000E+01 1.218560216E+00 1.217504359E+00 1.214510509E+00 1.206950058E+00 1.190073730E+00 1.156047198E+00 1.093857481E+00 1.013425723E+00 1.013763279E+00 1.015562633E+00 1.019288519E+00
1.216672606E+01 1.220913573E+00 1.220045061E+00 1.217760860E+00 1.211907365E+00 1.198591012E+00 1.171279809E+00 1.120190617E+00 1.035212682E+00 1.014013961E+00 1.015225624E+00 1.018148308E+00
1.233324570E+01 1.223713333E+00 1.222891445E+00 1.221090209E+00 1.216538540E+00 1.206043356E+00 1.184207602E+00 1.142596799E+00 1.071197490E+00 1.014741454E+00 1.015402430E+00 1.017594503E+00
1.249996187E+01 1.226964258E+00 1.226042514E+00 1.224483275E+00 1.220800673E+00 1.212324002E+00 1.194533305E+00 1.160177228E+00 1.099864224E+00 1.016051176E+00 1.016228324E+00 1.017831370E+00
1.266670514E+01 1.230643358E+00 1.229496174E+00 1.227970340E+00 1.224787817E+00 1.217651705E+00 1.202679368E+00 1.173531096E+00 1.121524471E+00 1.038998701E+00 1.017740968E+00 1.018906134E+00
1.283333839E+01 1.234700295E+00 1.233236037E+00 1.231586213E+00 1.228629544E+00 1.222342104E+00 1.209304982E+00 1.183868498E+00 1.137979570E+00 1.063677392E+00 1.019910323E+00 1.020746548E+00
1.300000000E+01 1.239069512E+00 1.237230774E+00 1.235347307E+00 1.232423332E+00 1.226646583E+00 1.214951337E+00 1.192226617E+00 1.150969850E+00 1.083171798E+00 1.022698014E+00 1.023258783E+00
