T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.246190870E+00 1.251140392E+00 1.255745167E+00 1.259966471E+00 1.263741264E+00 1.267046890E+00 1.269933471E+00 1.272523092E+00 1.274990232E+00 1.277537678E+00 1.280373291E+00 1.283685578E+00 1.287615417E+00 1.292227731E+00 1.297495363E+00 1.303309023E+00 1.309514422E+00 1.315958168E+00 1.322517342E+00
295 1.249104134E+00 1.254004213E+00 1.258374434E+00 1.262267213E+00 1.265686885E+00 1.268651025E+00 1.271225564E+00 1.273530373E+00 1.275726826E+00 1.277999776E+00 1.280539396E+00 1.283521389E+00 1.287083213E+00 1.291298717E+00 1.296161269E+00 1.301588196E+00 1.307450157E+00 1.313611582E+00 1.319959432E+00
300 1.251932921E+00 1.257052725E+00 1.261404966E+00 1.265137683E+00 1.268329676E+00 1.271047402E+00 1.273381242E+00 1.275456439E+00 1.277427090E+00 1.279463922E+00 1.281740783E+00 1.284419298E+00 1.287629645E+00 1.291449230E+00 1.295887033E+00 1.300884649E+00 1.306338737E+00 1.312135152E+00 1.318175330E+00
305 1.254314188E+00 1.259932063E+00 1.264495061E+00 1.268250086E+00 1.271356538E+00 1.273937454E+00 1.276115963E+00 1.278030463E+00 1.279834386E+00 1.281689146E+00 1.283754915E+00 1.286179055E+00 1.289081269E+00 1.292536896E+00 1.296564288E+00 1.301124739E+00 1.306139556E+00 1.311517764E+00 1.317178786E+00
310 1.256017199E+00 1.262417676E+00 1.267429816E+00 1.271400759E+00 1.274575655E+00 1.277141346E+00 1.279261797E+00 1.281096611E+00 1.282805783E+00 1.284547287E+00 1.286471336E+00 1.288712018E+00 1.291376223E+00 1.294531842E+00 1.298199543E+00 1.302353922E+00 1.306937181E+00 1.311880990E+00 1.317124678E+00
315 1.256650635E+00 1.264113666E+00 1.269814719E+00 1.274199191E+00 1.277601835E+00 1.280280012E+00 1.282446527E+00 1.284290365E+00 1.285985724E+00 1.287693494E+00 1.289558375E+00 1.291702856E+00 1.294219428E+00 1.297163650E+00 1.300551418E+00 1.304363338E+00 1.308557109E+00 1.313084619E+00 1.317905302E+00
320 1.256165157E+00 1.264957352E+00 1.271583956E+00 1.276581075E+00 1.280374594E+00 1.283298362E+00 1.285621902E+00 1.287572058E+00 1.289345284E+00 1.291112150E+00 1.293016591E+00 1.295171459E+00 1.297653531E+00 1.300501529E+00 1.303719759E+00 1.307287321E+00 1.311171129E+00 1.315339404E+00 1.319770329E+00
325 1.253725612E+00 1.264059123E+00 1.271816532E+00 1.277607792E+00 1.281946174E+00 1.285245280E+00 1.287837957E+00 1.289996756E+00 1.291947936E+00 1.293878140E+00 1.295934615E+00 1.298221769E+00 1.300798754E+00 1.303683007E+00 1.306861112E+00 1.310304021E+00 1.313981900E+00 1.317875088E+00 1.321978297E+00
330 1.249222242E+00 1.261252138E+00 1.270313686E+00 1.277064242E+00 1.282095154E+00 1.285900306E+00 1.288881483E+00 1.291364456E+00 1.293612892E+00 1.295835222E+00 1.298184770E+00 1.300756569E+00 1.303588036E+00 1.306669503E+00 1.309963758E+00 1.313427960E+00 1.317030706E+00 1.320760761E+00 1.324627048E+00
335 1.242305552E+00 1.256070889E+00 1.266533707E+00 1.274361898E+00 1.280207511E+00 1.284640348E+00 1.288134094E+00 1.291073986E+00 1.293767519E+00 1.296449088E+00 1.299277810E+00 1.302333971E+00 1.305624517E+00 1.309103705E+00 1.312703993E+00 1.316364834E+00 1.320050777E+00 1.323757017E+00 1.327505182E+00
340 1.232505235E+00 1.247867061E+00 1.259700550E+00 1.268639928E+00 1.275372356E+00 1.280532926E+00 1.284666075E+00 1.288220516E+00 1.291552002E+00 1.294922033E+00 1.298489863E+00 1.302307809E+00 1.306334905E+00 1.310474147E+00 1.314619529E+00 1.318691384E+00 1.322651632E+00 1.326503233E+00 1.330280903E+00
