f G/w
1.0000000E+6 1.0420336E-5
8.9779585E+5 1.0706773E-5
8.0603739E+5 1.1029819E-5
7.2365703E+5 1.1161734E-5
6.4969628E+5 1.1517616E-5
5.8329463E+5 1.1888739E-5
5.2367949E+5 1.2285490E-5
4.7015728E+5 1.2725625E-5
4.2210526E+5 1.3207709E-5
3.7896435E+5 1.3699261E-5
3.4023262E+5 1.4239699E-5
3.0545943E+5 1.4818007E-5
2.7424021E+5 1.5471515E-5
2.4621173E+5 1.6194384E-5
2.2104787E+5 1.6961602E-5
1.9845586E+5 1.7791290E-5
1.7817285E+5 1.8733047E-5
1.5996284E+5 1.9722659E-5
1.4361398E+5 2.0828443E-5
1.2893603E+5 2.2087841E-5
1.1575824E+5 2.3407783E-5
1.0392726E+5 2.4894257E-5
9.3305466E+4 2.6534724E-5
8.3769261E+4 2.8313597E-5
7.5207695E+4 3.0303245E-5
6.7521156E+4 3.2481235E-5
6.0620214E+4 3.4921108E-5
5.4424577E+4 3.7582621E-5
4.8862159E+4 4.0501150E-5
4.3868244E+4 4.3732174E-5
3.9384728E+4 4.7220240E-5
3.5359445E+4 5.1191268E-5
3.1745563E+4 5.5455925E-5
2.8501035E+4 6.0167391E-5
2.5588111E+4 6.5330595E-5
2.2972900E+4 7.0857661E-5
2.0624974E+4 7.7082243E-5
1.8517016E+4 8.3789400E-5
1.6624501E+4 9.1005853E-5
1.4925408E+4 9.8624350E-5
1.3399969E+4 1.0704746E-4
1.2030437E+4 1.1612857E-4
1.0800876E+4 1.2514705E-4
9.6969820E+3 1.3527086E-4
8.7059100E+3 1.4568920E-4
7.8161300E+3 1.5631404E-4
7.0172890E+3 1.6736089E-4
6.3000930E+3 1.7842530E-4
5.6561970E+3 1.8929353E-4
5.0781110E+3 2.0020158E-4
4.5591070E+3 2.1063445E-4
4.0931470E+3 2.2066632E-4
3.6748100E+3 2.2998991E-4
3.2992300E+3 2.3856872E-4
2.9620350E+3 2.4647041E-4
2.6593020E+3 2.5271079E-4
2.3875110E+3 2.5828086E-4
2.1434970E+3 2.6333170E-4
1.9244230E+3 2.6658222E-4
1.7277390E+3 2.6978294E-4
1.5511570E+3 2.7123803E-4
1.3926220E+3 2.7231277E-4
1.2502900E+3 2.7277347E-4
1.1225050E+3 2.7304779E-4
1.0077810E+3 2.7312711E-4
9.0478100E+2 2.7546172E-4
8.1230900E+2 2.7262645E-4
7.2928800E+2 2.7293034E-4
6.5475100E+2 2.7276225E-4
5.8783300E+2 2.7177130E-4
5.2775400E+2 2.7581719E-4
4.7381500E+2 2.7223153E-4
4.2539000E+2 2.7424864E-4
3.8191300E+2 2.7491064E-4
3.4288000E+2 2.7785873E-4
3.0783600E+2 2.8079929E-4
2.7637400E+2 2.8799530E-4
2.4812700E+2 2.8963044E-4
2.2276800E+2 2.9977088E-4
2.0000000E+2 3.0998762E-4
