f G/w
1.0000000E+6 2.0351707E-5
8.9779585E+5 2.0479832E-5
8.0603739E+5 2.0437207E-5
7.2365703E+5 2.0243201E-5
6.4969628E+5 1.9899480E-5
5.8329463E+5 1.9447003E-5
5.2367949E+5 1.8939599E-5
4.7015728E+5 1.8334020E-5
4.2210526E+5 1.7681692E-5
3.7896435E+5 1.6955247E-5
3.4023262E+5 1.6200312E-5
3.0545943E+5 1.5429382E-5
2.7424021E+5 1.4685293E-5
2.4621173E+5 1.3978494E-5
2.2104787E+5 1.3299369E-5
1.9845586E+5 1.2680487E-5
1.7817285E+5 1.2134698E-5
1.5996284E+5 1.1603550E-5
1.4361398E+5 1.1154276E-5
1.2893603E+5 1.0817792E-5
1.1575824E+5 1.0586482E-5
1.0392726E+5 1.0432340E-5
9.3305466E+4 1.0325829E-5
8.3769261E+4 1.0233168E-5
7.5207695E+4 1.0443761E-5
6.7521156E+4 1.0531866E-5
6.0620214E+4 1.0946100E-5
5.4424577E+4 1.1256618E-5
4.8862159E+4 1.1893928E-5
4.3868244E+4 1.2553072E-5
3.9384728E+4 1.3305788E-5
3.5359445E+4 1.4141920E-5
3.1745563E+4 1.5248762E-5
2.8501035E+4 1.6468867E-5
2.5588111E+4 1.7874486E-5
2.2972900E+4 1.9429081E-5
2.0624974E+4 2.1519543E-5
1.8517016E+4 2.3435302E-5
1.6624501E+4 2.5957819E-5
1.4925408E+4 2.8462562E-5
1.3399969E+4 3.1651984E-5
1.2030437E+4 3.5106275E-5
1.0800876E+4 3.8374145E-5
9.6969820E+3 4.2895944E-5
8.7059100E+3 4.7958449E-5
7.8161300E+3 5.3262578E-5
7.0172890E+3 5.9385051E-5
6.3000930E+3 6.5973925E-5
5.6561970E+3 7.3625023E-5
5.0781110E+3 8.2013282E-5
4.5591070E+3 9.1504766E-5
4.0931470E+3 1.0201340E-4
3.6748100E+3 1.1362008E-4
3.2992300E+3 1.2645983E-4
2.9620350E+3 1.4199292E-4
2.6593020E+3 1.5769742E-4
2.3875110E+3 1.7608686E-4
2.1434970E+3 1.9602994E-4
1.9244230E+3 2.1719112E-4
1.7277390E+3 2.4251796E-4
1.5511570E+3 2.6916344E-4
1.3926220E+3 3.0050672E-4
1.2502900E+3 3.3439916E-4
1.1225050E+3 3.7077185E-4
1.0077810E+3 4.1142301E-4
9.0478100E+2 4.5762490E-4
8.1230900E+2 5.0922343E-4
7.2928800E+2 5.6778819E-4
6.5475100E+2 6.3409394E-4
5.8783300E+2 7.0635507E-4
5.2775400E+2 7.9018039E-4
4.7381500E+2 8.7625741E-4
4.2539000E+2 9.7862906E-4
3.8191300E+2 1.0900255E-3
3.4288000E+2 1.2185866E-3
3.0783600E+2 1.3383909E-3
2.7637400E+2 1.4742481E-3
2.4812700E+2 1.6351835E-3
2.2276800E+2 1.8439256E-3
2.0000000E+2 2.0318387E-3
