f G/w
1.0000000E+6 7.9862660E-6
8.9779585E+5 8.1641393E-6
8.0603739E+5 8.4996815E-6
7.2365703E+5 8.8286430E-6
6.4969628E+5 9.1641288E-6
5.8329463E+5 9.5387210E-6
5.2367949E+5 9.9161448E-6
4.7015728E+5 1.0340055E-5
4.2210526E+5 1.0763259E-5
3.7896435E+5 1.1231598E-5
3.4023262E+5 1.1722319E-5
3.0545943E+5 1.2252313E-5
2.7424021E+5 1.2836466E-5
2.4621173E+5 1.3436503E-5
2.2104787E+5 1.4097175E-5
1.9845586E+5 1.4797582E-5
1.7817285E+5 1.5605882E-5
1.5996284E+5 1.6405399E-5
1.4361398E+5 1.7328085E-5
1.2893603E+5 1.8311132E-5
1.1575824E+5 1.9364743E-5
1.0392726E+5 2.0472181E-5
9.3305466E+4 2.1682455E-5
8.3769261E+4 2.2946060E-5
7.5207695E+4 2.4279398E-5
6.7521156E+4 2.5660352E-5
6.0620214E+4 2.7154252E-5
5.4424577E+4 2.8586978E-5
4.8862159E+4 3.0111265E-5
4.3868244E+4 3.1601246E-5
3.9384728E+4 3.3007695E-5
3.5359445E+4 3.4385778E-5
3.1745563E+4 3.5609891E-5
2.8501035E+4 3.6687768E-5
2.5588111E+4 3.7589416E-5
2.2972900E+4 3.8376685E-5
2.0624974E+4 3.8864409E-5
1.8517016E+4 3.9182575E-5
1.6624501E+4 3.9279364E-5
1.4925408E+4 3.9315506E-5
1.3399969E+4 3.8890650E-5
1.2030437E+4 3.8854978E-5
1.0800876E+4 3.8741448E-5
9.6969820E+3 3.8192440E-5
8.7059100E+3 3.7950844E-5
7.8161300E+3 3.7781885E-5
7.0172890E+3 3.7721188E-5
6.3000930E+3 3.8019240E-5
5.6561970E+3 3.8357019E-5
5.0781110E+3 3.9205848E-5
4.5591070E+3 4.0277899E-5
4.0931470E+3 4.1518401E-5
3.6748100E+3 4.2977627E-5
3.2992300E+3 4.4673785E-5
2.9620350E+3 4.7260882E-5
2.6593020E+3 4.9696162E-5
2.3875110E+3 5.3254390E-5
2.1434970E+3 5.6562951E-5
1.9244230E+3 6.0862245E-5
1.7277390E+3 6.5266720E-5
1.5511570E+3 7.0542482E-5
1.3926220E+3 7.6774703E-5
1.2502900E+3 8.3168671E-5
1.1225050E+3 9.1108686E-5
1.0077810E+3 9.8548887E-5
9.0478100E+2 1.0692134E-4
8.1230900E+2 1.1773325E-4
7.2928800E+2 1.2973558E-4
6.5475100E+2 1.4077315E-4
5.8783300E+2 1.5630095E-4
5.2775400E+2 1.6919073E-4
4.7381500E+2 1.8840234E-4
4.2539000E+2 2.0722036E-4
3.8191300E+2 2.2631528E-4
3.4288000E+2 2.4671314E-4
3.0783600E+2 2.7103732E-4
2.7637400E+2 3.0058286E-4
2.4812700E+2 3.3253743E-4
2.2276800E+2 3.4826179E-4
2.0000000E+2 3.8670565E-4
