f G/w
1.0000000E+6 1.7208810E-5
8.9779585E+5 1.8096790E-5
8.0603739E+5 1.9034006E-5
7.2365703E+5 1.9995794E-5
6.4969628E+5 2.1008187E-5
5.8329463E+5 2.2109292E-5
5.2367949E+5 2.3324713E-5
4.7015728E+5 2.4613969E-5
4.2210526E+5 2.5982467E-5
3.7896435E+5 2.7547235E-5
3.4023262E+5 2.9209852E-5
3.0545943E+5 3.0985351E-5
2.7424021E+5 3.2993619E-5
2.4621173E+5 3.5125174E-5
2.2104787E+5 3.7499971E-5
1.9845586E+5 4.0121229E-5
1.7817285E+5 4.2935343E-5
1.5996284E+5 4.6168972E-5
1.4361398E+5 4.9675342E-5
1.2893603E+5 5.3583093E-5
1.1575824E+5 5.7830694E-5
1.0392726E+5 6.2417951E-5
9.3305466E+4 6.7749685E-5
8.3769261E+4 7.4005756E-5
7.5207695E+4 8.0510833E-5
6.7521156E+4 8.8166782E-5
6.0620214E+4 9.6160727E-5
5.4424577E+4 1.0510526E-4
4.8862159E+4 1.1505874E-4
4.3868244E+4 1.2669005E-4
3.9384728E+4 1.3944069E-4
3.5359445E+4 1.5416038E-4
3.1745563E+4 1.6974280E-4
2.8501035E+4 1.8819822E-4
2.5588111E+4 2.0860619E-4
2.2972900E+4 2.3111890E-4
2.0624974E+4 2.5434410E-4
1.8517016E+4 2.8195856E-4
1.6624501E+4 3.1278370E-4
1.4925408E+4 3.4785611E-4
1.3399969E+4 3.8702175E-4
1.2030437E+4 4.2995237E-4
1.0800876E+4 4.8023642E-4
9.6969820E+3 5.3349323E-4
8.7059100E+3 5.9523282E-4
7.8161300E+3 6.6273131E-4
7.0172890E+3 7.3562034E-4
6.3000930E+3 8.1901090E-4
5.6561970E+3 9.1290287E-4
5.0781110E+3 1.0203049E-3
4.5591070E+3 1.1310707E-3
4.0931470E+3 1.2657547E-3
3.6748100E+3 1.4095611E-3
3.2992300E+3 1.5727699E-3
2.9620350E+3 1.7510679E-3
2.6593020E+3 1.9538504E-3
2.3875110E+3 2.1698520E-3
2.1434970E+3 2.4161674E-3
1.9244230E+3 2.7012804E-3
1.7277390E+3 3.0195083E-3
1.5511570E+3 3.3518587E-3
1.3926220E+3 3.7100818E-3
1.2502900E+3 4.1252628E-3
1.1225050E+3 4.6070375E-3
1.0077810E+3 5.1196035E-3
9.0478100E+2 5.7026936E-3
8.1230900E+2 6.3736237E-3
7.2928800E+2 7.0900726E-3
6.5475100E+2 7.9231362E-3
5.8783300E+2 8.8162281E-3
5.2775400E+2 9.8135516E-3
4.7381500E+2 1.0965632E-2
4.2539000E+2 1.2184065E-2
3.8191300E+2 1.3623586E-2
3.4288000E+2 1.5208456E-2
3.0783600E+2 1.6904810E-2
2.7637400E+2 1.8760951E-2
2.4812700E+2 2.0851270E-2
2.2276800E+2 2.3182354E-2
2.0000000E+2 2.5713041E-2
