f G/w
1.0000000E+6 3.0190817E-5
8.9779585E+5 2.9753562E-5
8.0603739E+5 2.9122587E-5
7.2365703E+5 2.8299327E-5
6.4969628E+5 2.7304967E-5
5.8329463E+5 2.6207612E-5
5.2367949E+5 2.5038359E-5
4.7015728E+5 2.3739166E-5
4.2210526E+5 2.2452761E-5
3.7896435E+5 2.1160648E-5
3.4023262E+5 1.9734552E-5
3.0545943E+5 1.8383536E-5
2.7424021E+5 1.7100746E-5
2.4621173E+5 1.5821154E-5
2.2104787E+5 1.4553423E-5
1.9845586E+5 1.3430584E-5
1.7817285E+5 1.2400600E-5
1.5996284E+5 1.1337495E-5
1.4361398E+5 1.0479531E-5
1.2893603E+5 9.6451740E-6
1.1575824E+5 8.8403715E-6
1.0392726E+5 8.0972237E-6
9.3305466E+4 7.4654799E-6
8.3769261E+4 6.8939926E-6
7.5207695E+4 6.3456851E-6
6.7521156E+4 5.9232501E-6
6.0620214E+4 5.4596698E-6
5.4424577E+4 5.2029039E-6
4.8862159E+4 4.8402033E-6
4.3868244E+4 4.5275381E-6
3.9384728E+4 4.3463708E-6
3.5359445E+4 4.2333491E-6
3.1745563E+4 4.0350353E-6
2.8501035E+4 3.8523012E-6
2.5588111E+4 3.7867819E-6
2.2972900E+4 3.7898137E-6
2.0624974E+4 3.7976285E-6
1.8517016E+4 3.5404253E-6
1.6624501E+4 3.7740912E-6
1.4925408E+4 4.2617033E-6
1.3399969E+4 4.0246157E-6
1.2030437E+4 4.6014980E-6
1.0800876E+4 4.5547716E-6
9.6969820E+3 4.7662716E-6
8.7059100E+3 5.0134743E-6
7.8161300E+3 5.4976161E-6
7.0172890E+3 5.7466315E-6
6.3000930E+3 6.1715144E-6
5.6561970E+3 7.1339514E-6
5.0781110E+3 7.3001521E-6
4.5591070E+3 8.0372912E-6
4.0931470E+3 8.6813145E-6
3.6748100E+3 9.5922656E-6
3.2992300E+3 1.0339741E-5
2.9620350E+3 1.0645960E-5
2.6593020E+3 1.2619994E-5
2.3875110E+3 1.3807788E-5
2.1434970E+3 1.4480275E-5
1.9244230E+3 1.7741698E-5
1.7277390E+3 1.8465918E-5
1.5511570E+3 2.1160526E-5
1.3926220E+3 2.3716525E-5
1.2502900E+3 2.4356328E-5
1.1225050E+3 2.7135015E-5
1.0077810E+3 2.9875130E-5
9.0478100E+2 3.3425222E-5
8.1230900E+2 3.8728705E-5
7.2928800E+2 4.5639195E-5
6.5475100E+2 4.8668932E-5
5.8783300E+2 5.3803702E-5
5.2775400E+2 5.7547087E-5
4.7381500E+2 6.6159867E-5
4.2539000E+2 7.1276891E-5
3.8191300E+2 8.0055915E-5
3.4288000E+2 8.5055285E-5
3.0783600E+2 9.4665394E-5
2.7637400E+2 1.0303071E-4
2.4812700E+2 1.1790575E-4
2.2276800E+2 1.3044607E-4
2.0000000E+2 1.4797540E-4
