f G/w
1.0000000E+6 6.5518148E-6
8.9779585E+5 7.2750466E-6
8.0603739E+5 7.9959604E-6
7.2365703E+5 8.6716333E-6
6.4969628E+5 9.3672092E-6
5.8329463E+5 1.0079524E-5
5.2367949E+5 1.0839756E-5
4.7015728E+5 1.1597995E-5
4.2210526E+5 1.2415942E-5
3.7896435E+5 1.3245821E-5
3.4023262E+5 1.4108171E-5
3.0545943E+5 1.5050502E-5
2.7424021E+5 1.6005397E-5
2.4621173E+5 1.7013124E-5
2.2104787E+5 1.8069750E-5
1.9845586E+5 1.9160636E-5
1.7817285E+5 2.0301749E-5
1.5996284E+5 2.1443483E-5
1.4361398E+5 2.2652843E-5
1.2893603E+5 2.3822627E-5
1.1575824E+5 2.5022280E-5
1.0392726E+5 2.6154595E-5
9.3305466E+4 2.7247049E-5
8.3769261E+4 2.8212174E-5
7.5207695E+4 2.9170201E-5
6.7521156E+4 2.9912069E-5
6.0620214E+4 3.0541608E-5
5.4424577E+4 3.0976944E-5
4.8862159E+4 3.1241545E-5
4.3868244E+4 3.1169786E-5
3.9384728E+4 3.1023810E-5
3.5359445E+4 3.0823251E-5
3.1745563E+4 3.0280665E-5
2.8501035E+4 2.9658926E-5
2.5588111E+4 2.9050067E-5
2.2972900E+4 2.8198483E-5
2.0624974E+4 2.7497893E-5
1.8517016E+4 2.7060643E-5
1.6624501E+4 2.5898087E-5
1.4925408E+4 2.5201421E-5
1.3399969E+4 2.5223979E-5
1.2030437E+4 2.4658374E-5
1.0800876E+4 2.4516125E-5
9.6969820E+3 2.4224903E-5
8.7059100E+3 2.4339538E-5
7.8161300E+3 2.4617971E-5
7.0172890E+3 2.4915028E-5
6.3000930E+3 2.5444710E-5
5.6561970E+3 2.6084069E-5
5.0781110E+3 2.7172966E-5
4.5591070E+3 2.8586010E-5
4.0931470E+3 2.9963189E-5
3.6748100E+3 3.1300214E-5
3.2992300E+3 3.3415866E-5
2.9620350E+3 3.5432386E-5
2.6593020E+3 3.8102118E-5
2.3875110E+3 4.0678149E-5
2.1434970E+3 4.3809560E-5
1.9244230E+3 4.7674512E-5
1.7277390E+3 5.2526547E-5
1.5511570E+3 5.5722738E-5
1.3926220E+3 6.1019707E-5
1.2502900E+3 6.6542735E-5
1.1225050E+3 7.3318799E-5
1.0077810E+3 7.9753954E-5
9.0478100E+2 8.6261164E-5
8.1230900E+2 9.6705754E-5
7.2928800E+2 1.0456475E-4
6.5475100E+2 1.1598097E-4
5.8783300E+2 1.2445860E-4
5.2775400E+2 1.3742680E-4
4.7381500E+2 1.5590891E-4
4.2539000E+2 1.7187567E-4
3.8191300E+2 1.8143852E-4
3.4288000E+2 2.0203815E-4
3.0783600E+2 2.2235002E-4
2.7637400E+2 2.4572633E-4
2.4812700E+2 2.6440835E-4
2.2276800E+2 2.9881275E-4
2.0000000E+2 3.4069344E-4
