f G/w
1.0000000E+6 1.8567280E-5
8.9779585E+5 1.8929355E-5
8.0603739E+5 1.8974877E-5
7.2365703E+5 1.9198762E-5
6.4969628E+5 1.9310096E-5
5.8329463E+5 1.9342320E-5
5.2367949E+5 1.9302175E-5
4.7015728E+5 1.9100448E-5
4.2210526E+5 1.8845407E-5
3.7896435E+5 1.8456938E-5
3.4023262E+5 1.7930015E-5
3.0545943E+5 1.7317086E-5
2.7424021E+5 1.6678169E-5
2.4621173E+5 1.5968358E-5
2.2104787E+5 1.5154740E-5
1.9845586E+5 1.4358607E-5
1.7817285E+5 1.3522498E-5
1.5996284E+5 1.2700865E-5
1.4361398E+5 1.1877177E-5
1.2893603E+5 1.1108447E-5
1.1575824E+5 1.0338395E-5
1.0392726E+5 9.6203311E-6
9.3305466E+4 8.9641542E-6
8.3769261E+4 8.3618064E-6
7.5207695E+4 7.8088314E-6
6.7521156E+4 7.2273091E-6
6.0620214E+4 6.8087135E-6
5.4424577E+4 6.4885232E-6
4.8862159E+4 6.0573376E-6
4.3868244E+4 5.8397615E-6
3.9384728E+4 5.4476460E-6
3.5359445E+4 5.3025272E-6
3.1745563E+4 5.0452239E-6
2.8501035E+4 5.0692213E-6
2.5588111E+4 4.9604015E-6
2.2972900E+4 4.9798270E-6
2.0624974E+4 4.8591872E-6
1.8517016E+4 4.9494210E-6
1.6624501E+4 5.1990150E-6
1.4925408E+4 5.4281898E-6
1.3399969E+4 5.5028709E-6
1.2030437E+4 5.8067554E-6
1.0800876E+4 6.3819819E-6
9.6969820E+3 6.4067620E-6
8.7059100E+3 6.8510085E-6
7.8161300E+3 7.3136152E-6
7.0172890E+3 7.8318722E-6
6.3000930E+3 8.5582838E-6
5.6561970E+3 9.1738547E-6
5.0781110E+3 1.0155740E-5
4.5591070E+3 1.0783318E-5
4.0931470E+3 1.1742022E-5
3.6748100E+3 1.2997580E-5
3.2992300E+3 1.4198065E-5
2.9620350E+3 1.5867449E-5
2.6593020E+3 1.7141943E-5
2.3875110E+3 1.8677640E-5
2.1434970E+3 2.0552438E-5
1.9244230E+3 2.3304973E-5
1.7277390E+3 2.5739816E-5
1.5511570E+3 2.8486172E-5
1.3926220E+3 3.0969232E-5
1.2502900E+3 3.4127041E-5
1.1225050E+3 3.8330500E-5
1.0077810E+3 4.2326409E-5
9.0478100E+2 4.5215265E-5
8.1230900E+2 5.0142715E-5
7.2928800E+2 5.8021795E-5
6.5475100E+2 6.2440827E-5
5.8783300E+2 7.1534016E-5
5.2775400E+2 7.7631076E-5
4.7381500E+2 8.4402355E-5
4.2539000E+2 9.5941231E-5
3.8191300E+2 1.0454763E-4
3.4288000E+2 1.1805094E-4
3.0783600E+2 1.3321902E-4
2.7637400E+2 1.4597359E-4
2.4812700E+2 1.5583678E-4
2.2276800E+2 1.7838854E-4
2.0000000E+2 1.9385031E-4
