f G/w
1.0000000E+6 2.1095299E-5
8.9779585E+5 2.1283070E-5
8.0603739E+5 2.1326027E-5
7.2365703E+5 2.1134567E-5
6.4969628E+5 2.0583337E-5
5.8329463E+5 2.0157436E-5
5.2367949E+5 1.9625275E-5
4.7015728E+5 1.8961844E-5
4.2210526E+5 1.8214433E-5
3.7896435E+5 1.7388453E-5
3.4023262E+5 1.6464805E-5
3.0545943E+5 1.5572047E-5
2.7424021E+5 1.4686951E-5
2.4621173E+5 1.3798566E-5
2.2104787E+5 1.2916112E-5
1.9845586E+5 1.2031964E-5
1.7817285E+5 1.1264113E-5
1.5996284E+5 1.0467538E-5
1.4361398E+5 9.7760942E-6
1.2893603E+5 9.1431311E-6
1.1575824E+5 8.5290824E-6
1.0392726E+5 8.0426850E-6
9.3305466E+4 7.5538077E-6
8.3769261E+4 7.1298813E-6
7.5207695E+4 6.8393933E-6
6.7521156E+4 6.5022981E-6
6.0620214E+4 6.2027995E-6
5.4424577E+4 6.0117154E-6
4.8862159E+4 5.9348794E-6
4.3868244E+4 5.9135185E-6
3.9384728E+4 5.8368432E-6
3.5359445E+4 5.8098932E-6
3.1745563E+4 5.9848116E-6
2.8501035E+4 6.0728776E-6
2.5588111E+4 6.3460105E-6
2.2972900E+4 6.5274547E-6
2.0624974E+4 6.9547459E-6
1.8517016E+4 9.2623388E-6
1.6624501E+4 1.0459390E-5
1.4925408E+4 1.1160638E-5
1.3399969E+4 1.2256878E-5
1.2030437E+4 1.2904474E-5
1.0800876E+4 1.4560320E-5
9.6969820E+3 1.6026342E-5
8.7059100E+3 1.2191311E-5
7.8161300E+3 1.3042980E-5
7.0172890E+3 1.4010601E-5
6.3000930E+3 1.5040552E-5
5.6561970E+3 1.6447969E-5
5.0781110E+3 1.7759706E-5
4.5591070E+3 1.9425815E-5
4.0931470E+3 2.1010426E-5
3.6748100E+3 2.2778824E-5
3.2992300E+3 2.4636274E-5
2.9620350E+3 2.6978957E-5
2.6593020E+3 2.8938423E-5
2.3875110E+3 3.1778667E-5
2.1434970E+3 3.5146587E-5
1.9244230E+3 3.8331898E-5
1.7277390E+3 4.2119340E-5
1.5511570E+3 4.6797595E-5
1.3926220E+3 5.0789352E-5
1.2502900E+3 5.6033964E-5
1.1225050E+3 6.2041453E-5
1.0077810E+3 6.7524426E-5
9.0478100E+2 7.4931546E-5
8.1230900E+2 8.1645996E-5
7.2928800E+2 9.1516354E-5
6.5475100E+2 1.0135483E-4
5.8783300E+2 1.0924809E-4
5.2775400E+2 1.2407226E-4
4.7381500E+2 1.3333365E-4
4.2539000E+2 1.5063821E-4
3.8191300E+2 1.6451554E-4
3.4288000E+2 1.8190236E-4
3.0783600E+2 2.0168519E-4
2.7637400E+2 2.1466532E-4
2.4812700E+2 2.3583853E-4
2.2276800E+2 2.7502604E-4
2.0000000E+2 2.7213888E-4
