T d154 d184 d214 d244
d 150 180 210 240
290 2.608385000E-02 2.621314900E-02 2.551282200E-02 2.593242900E-02
295 2.647100700E-02 2.653613900E-02 2.588071700E-02 2.630935100E-02
300 2.641161400E-02 2.646574000E-02 2.584354300E-02 2.639020300E-02
305 2.623797000E-02 2.630703200E-02 2.566392500E-02 2.616298600E-02
310 2.579881600E-02 2.545586000E-02 2.520424700E-02 2.576247800E-02
315 2.500945400E-02 2.466282300E-02 2.437776800E-02 2.499925600E-02
320 2.294434700E-02 2.304417100E-02 2.233147400E-02 2.290084500E-02
325 1.888199900E-02 1.874908400E-02 1.840609100E-02 1.880379700E-02
330 1.176701200E-02 1.173681100E-02 1.140033400E-02 1.174831300E-02
335 -1.199496000E-03 -2.410805000E-03 -1.404839000E-03 -1.138891000E-03
340 -2.299257900E-02 -2.376061000E-02 -2.277611700E-02 -2.259589000E-02
