N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.123577496E+00 1.113734930E+00 1.105963828E+00 1.100118756E+00
1.600000000E+01 1.234346114E+00 1.231778670E+00 1.230015220E+00 1.228807655E+00
1.700000000E+01 1.269222626E+00 1.269098678E+00 1.268815475E+00 1.268625336E+00
1.549996187E+01 1.215606767E+00 1.212554755E+00 1.210263478E+00 1.208069165E+00
1.649996187E+01 1.243698749E+00 1.242278556E+00 1.241268888E+00 1.241033934E+00
1.674996808E+01 1.252839857E+00 1.252300946E+00 1.251543454E+00 1.251533993E+00
1.624993176E+01 1.239395039E+00 1.237200094E+00 1.235939366E+00 1.235123021E+00
1.574996808E+01 1.226036887E+00 1.222941315E+00 1.221263809E+00 1.219627619E+00
1.524993176E+01 1.196092979E+00 1.192210930E+00 1.188744768E+00 1.185835836E+00
