N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.115389643E+00 1.101226799E+00 1.088498689E+00 1.077320812E+00
1.600000000E+01 1.232097409E+00 1.228476653E+00 1.225595549E+00 1.223253216E+00
1.700000000E+01 1.256840734E+00 1.255421795E+00 1.254364557E+00 1.253724045E+00
1.549996187E+01 1.214346435E+00 1.210651490E+00 1.207607286E+00 1.204581661E+00
1.649996187E+01 1.237583153E+00 1.234363764E+00 1.231771613E+00 1.230187944E+00
1.674996808E+01 1.243618492E+00 1.241264697E+00 1.239204496E+00 1.238235308E+00
1.624993176E+01 1.235600888E+00 1.231992947E+00 1.229241332E+00 1.227037911E+00
1.574996808E+01 1.224574065E+00 1.220807268E+00 1.218281116E+00 1.215789814E+00
1.524993176E+01 1.193662184E+00 1.188487861E+00 1.183552767E+00 1.179014685E+00
