N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.113131870E+00 1.097629833E+00 1.083235875E+00 1.070092989E+00
1.600000000E+01 1.231475487E+00 1.227486961E+00 1.224183493E+00 1.221348286E+00
1.700000000E+01 1.250345433E+00 1.247343701E+00 1.245028724E+00 1.243455058E+00
1.549996187E+01 1.214003454E+00 1.210109853E+00 1.206813330E+00 1.203483562E+00
1.649996187E+01 1.235439515E+00 1.231272268E+00 1.227664883E+00 1.225041502E+00
1.674996808E+01 1.239725864E+00 1.235975672E+00 1.232630240E+00 1.230496082E+00
1.624993176E+01 1.234435118E+00 1.230239823E+00 1.226809443E+00 1.223850653E+00
1.574996808E+01 1.224178206E+00 1.220205629E+00 1.217394757E+00 1.214615125E+00
1.524993176E+01 1.192980976E+00 1.187389229E+00 1.181924134E+00 1.176748756E+00
