T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.322787857E+00 1.266369599E+00 5.641825800E-02 1.322517342E+00 1.266246342E+00 5.627100000E-02 2.705150000E-04 1.232570000E-04
295 1.320214260E+00 1.093072633E+00 2.271416270E-01 1.319959433E+00 1.093022415E+00 2.269370180E-01 2.548270000E-04 5.021800000E-05
300 1.318411620E+00 1.264164073E+00 5.424754700E-02 1.318175330E+00 1.264058815E+00 5.411651500E-02 2.362900000E-04 1.052580000E-04
305 1.317394578E+00 1.111034736E+00 2.063598420E-01 1.317178789E+00 1.110977677E+00 2.062011120E-01 2.157890000E-04 5.705900000E-05
310 1.317319268E+00 1.265993310E+00 5.132595800E-02 1.317124678E+00 1.265903928E+00 5.122075000E-02 1.945900000E-04 8.938200000E-05
315 1.318079142E+00 1.129515200E+00 1.885639420E-01 1.317905303E+00 1.129455618E+00 1.884496850E-01 1.738390000E-04 5.958200000E-05
320 1.319925008E+00 1.270811782E+00 4.911322600E-02 1.319770329E+00 1.270736840E+00 4.903348900E-02 1.546790000E-04 7.494200000E-05
325 1.322116424E+00 1.148700630E+00 1.734157940E-01 1.321978297E+00 1.148637548E+00 1.733407490E-01 1.381270000E-04 6.308200000E-05
330 1.324751715E+00 1.277246604E+00 4.750511100E-02 1.324627048E+00 1.277178662E+00 4.744838600E-02 1.246670000E-04 6.794200000E-05
335 1.327619798E+00 1.166907696E+00 1.607121020E-01 1.327505183E+00 1.166839611E+00 1.606655720E-01 1.146150000E-04 6.808500000E-05
340 1.330388964E+00 1.284495555E+00 4.589340900E-02 1.330280903E+00 1.284424393E+00 4.585651000E-02 1.080610000E-04 7.116200000E-05
