T nFsrh nFBsrh dnsrh nF nFB dn
290 1.169777990E+00 1.142666997E+00 2.711099300E-02 1.169675507E+00 1.142574323E+00 2.710118400E-02
295 1.177031217E+00 1.143768415E+00 3.326280200E-02 1.176888396E+00 1.143260435E+00 3.362796100E-02
300 1.177138718E+00 1.144866445E+00 3.227227300E-02 1.175269754E+00 1.144714547E+00 3.055520700E-02
305 1.181231524E+00 1.150663574E+00 3.056795000E-02 1.181016521E+00 1.150469622E+00 3.054689900E-02
310 1.185013683E+00 1.156044696E+00 2.896898700E-02 1.184168933E+00 1.155800014E+00 2.836891900E-02
315 1.186570347E+00 1.160857969E+00 2.571237800E-02 1.185546723E+00 1.160552569E+00 2.499415400E-02
320 1.188488826E+00 1.165297640E+00 2.319118600E-02 1.188101928E+00 1.164920454E+00 2.318147400E-02
325 1.191620544E+00 1.169333253E+00 2.228729100E-02 1.191156300E+00 1.168872289E+00 2.228401100E-02
330 1.188997094E+00 1.172708704E+00 1.628839000E-02 1.188485730E+00 1.172152220E+00 1.633351000E-02
335 1.170264221E+00 1.175082675E+00 -4.818454000E-03 1.169777170E+00 1.174419502E+00 -4.642332000E-03
340 1.161142581E+00 1.176418384E+00 -1.527580300E-02 1.160690986E+00 1.175687507E+00 -1.499652100E-02
