N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.084891750E+00 1.083628287E+00 1.083429074E+00 1.083022701E+00
1.600000000E+01 1.244198890E+00 1.243226736E+00 1.242832536E+00 1.242694768E+00
1.700000000E+01 1.288415333E+00 1.288494723E+00 1.288517380E+00 1.288063042E+00
1.549996187E+01 1.219460863E+00 1.217619507E+00 1.216533490E+00 1.215351625E+00
1.649996187E+01 1.259603055E+00 1.259360795E+00 1.258991490E+00 1.259117044E+00
1.674996808E+01 1.270876756E+00 1.270916837E+00 1.270488572E+00 1.270465092E+00
1.624993176E+01 1.252309577E+00 1.251756507E+00 1.251468367E+00 1.251588132E+00
1.574996808E+01 1.233107278E+00 1.231823491E+00 1.231105827E+00 1.230643946E+00
1.524993176E+01 1.190180044E+00 1.188490418E+00 1.186882065E+00 1.185245999E+00
