T nFsrh nFBsrh dnsrh nF nFB dn
290 1.169566057E+00 1.140611657E+00 2.895440000E-02 1.169242459E+00 1.139432679E+00 2.980978000E-02
295 1.176727776E+00 1.138719003E+00 3.800877300E-02 1.176277438E+00 1.137606334E+00 3.867110400E-02
300 1.174218061E+00 1.143516477E+00 3.070158400E-02 1.173686765E+00 1.143045296E+00 3.064146900E-02
305 1.180680192E+00 1.148889065E+00 3.179112700E-02 1.180004620E+00 1.148289470E+00 3.171515000E-02
310 1.182793887E+00 1.154221902E+00 2.857198500E-02 1.180603024E+00 1.153465558E+00 2.713746600E-02
315 1.183645402E+00 1.158953810E+00 2.469159200E-02 1.181833920E+00 1.158012104E+00 2.382181600E-02
320 1.187167866E+00 1.163351779E+00 2.381608700E-02 1.185964218E+00 1.162181726E+00 2.378249200E-02
325 1.189780229E+00 1.167063765E+00 2.271646400E-02 1.188346190E+00 1.165654451E+00 2.269173900E-02
330 1.180481614E+00 1.170150272E+00 1.033134200E-02 1.178979087E+00 1.168458883E+00 1.052020400E-02
335 1.167859621E+00 1.172388715E+00 -4.529094000E-03 1.166153647E+00 1.170385782E+00 -4.232135000E-03
340 1.152707610E+00 1.173631437E+00 -2.092382700E-02 1.151576904E+00 1.171438653E+00 -1.986174900E-02
