T nFsrh nFBsrh dnsrh nF nFB dn
290 1.170272019E+00 1.271993128E+0 -1.017211090E-01 1.170272019E+00 1.271993128E+0 -1.017211090E-01
295 1.177733513E+00 1.223247956E+0 -4.551444300E-02 1.177733513E+00 1.223247956E+0 -4.551444300E-02
300 1.184951900E+00 1.184109088E+0 8.428120000E-04 1.184951900E+00 1.184109088E+0 8.428120000E-04
305 1.182486067E+00 1.152574279E+0 2.991178800E-02 1.182486067E+00 1.152574279E+0 2.991178800E-02
310 1.188986684E+00 1.127064825E+0 6.192185900E-02 1.188986684E+00 1.127064825E+0 6.192185900E-02
315 1.189795091E+00 1.106340350E+0 8.345474100E-02 1.189795091E+00 1.106340350E+0 8.345474100E-02
320 1.191386536E+00 1.089427344E+0 1.019591920E-01 1.191386536E+00 1.089427344E+0 1.019591920E-01
325 1.195568404E+00 1.075561264E+0 1.200071400E-01 1.195568404E+00 1.075561264E+0 1.200071400E-01
330 1.198182940E+00 1.064140576E+0 1.340423640E-01 1.198182940E+00 1.064140576E+0 1.340423640E-01
335 1.189035167E+00 1.054690727E+0 1.343444400E-01 1.189035167E+00 1.054690727E+0 1.343444400E-01
340 1.173764935E+00 1.046836121E+0 1.269288140E-01 1.173764935E+00 1.046836121E+0 1.269288140E-01
