T nFsrh nFBsrh dnsrh nF nFB dn
290 1.155234878E+00 1.000128619E+0 1.551062590E-01 1.155234878E+00 1.000128619E+0 1.551062590E-01
295 1.158050950E+00 1.000124694E+0 1.579262560E-01 1.158050950E+00 1.000124694E+0 1.579262560E-01
300 1.155469473E+00 1.000121048E+0 1.553484250E-01 1.155469473E+00 1.000121048E+0 1.553484250E-01
305 1.157538650E+00 1.000117655E+0 1.574209950E-01 1.157538650E+00 1.000117655E+0 1.574209950E-01
310 1.138257311E+00 1.000114492E+0 1.381428190E-01 1.138257311E+00 1.000114492E+0 1.381428190E-01
315 1.122958090E+00 1.000111540E+0 1.228465500E-01 1.122958090E+00 1.000111540E+0 1.228465500E-01
320 1.107382547E+00 1.000108779E+0 1.072737680E-01 1.107382547E+00 1.000108779E+0 1.072737680E-01
325 1.082623900E+00 1.000106194E+0 8.251770600E-02 1.082623900E+00 1.000106194E+0 8.251770600E-02
330 1.018908262E+00 1.000103770E+0 1.880449200E-02 1.018908262E+00 1.000103770E+0 1.880449200E-02
335 1.007593275E+00 1.000101494E+0 7.491781000E-03 1.007593275E+00 1.000101494E+0 7.491781000E-03
340 1.007200961E+00 1.000099355E+0 7.101606000E-03 1.007200961E+00 1.000099355E+0 7.101606000E-03
