N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+15 325 1.500E-4 1.087468420E+00 1.087880195E+00
1.468000E+10 3.162E+15 325 1.500E-4 1.088274701E+00 1.088477309E+00
2.154000E+10 3.162E+15 325 1.500E-4 1.089250341E+00 1.089347340E+00
3.162000E+10 3.162E+15 325 1.500E-4 1.090565034E+00 1.090610736E+00
4.642000E+10 3.162E+15 325 1.500E-4 1.092414447E+00 1.092436213E+00
6.813000E+10 3.162E+15 325 1.500E-4 1.095043487E+00 1.095054676E+00
1.000000E+11 3.162E+15 325 1.500E-4 1.098764056E+00 1.098771084E+00
1.468000E+11 3.162E+15 325 1.500E-4 1.103959556E+00 1.103965502E+00
2.154000E+11 3.162E+15 325 1.500E-4 1.111061101E+00 1.111067494E+00
3.162000E+11 3.162E+15 325 1.500E-4 1.120470702E+00 1.120478383E+00
4.642000E+11 3.162E+15 325 1.500E-4 1.132407277E+00 1.132416725E+00
6.813000E+11 3.162E+15 325 1.500E-4 1.146683312E+00 1.146694712E+00
1.000000E+12 3.162E+15 325 1.500E-4 1.162509409E+00 1.162522585E+00
1.468000E+12 3.162E+15 325 1.500E-4 1.178530459E+00 1.178544816E+00
2.154000E+12 3.162E+15 325 1.500E-4 1.193249712E+00 1.193264339E+00
3.162000E+12 3.162E+15 325 1.500E-4 1.205660121E+00 1.205674063E+00
4.642000E+12 3.162E+15 325 1.500E-4 1.215587850E+00 1.215600422E+00
6.813000E+12 3.162E+15 325 1.500E-4 1.223488283E+00 1.223499207E+00
1.000000E+13 3.162E+15 325 1.500E-4 1.229987300E+00 1.229996626E+00
