fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 45551922.889 340.23 34.078 1.814657932E-01 1.230363684E-04 8.567006875E-06 1.128234890E-01 7.594730385E-05 3.837079878E-01 0.000000000E+00 
00L2 45578342.795 340.1 34.091 1.795776036E-01 1.240542893E-04 8.365976937E-06 1.095136928E-01 7.639453815E-05 3.755369771E-01 0.000000000E+00 
00L3 45599343.418 340.05 34.096 1.822616231E-01 1.243043696E-04 8.766116940E-06 1.127923276E-01 7.770630543E-05 3.869239663E-01 0.000000000E+00 
00L4 45620346.509 340.01 34.1 1.811886002E-01 1.253562423E-04 8.718396819E-06 1.113615334E-01 7.829636646E-05 3.838484553E-01 0.000000000E+00 
00L5 45641335.155 339.97 34.104 1.805899196E-01 1.265731263E-04 8.656827216E-06 1.113426484E-01 7.774532631E-05 3.787247935E-01 0.000000000E+00 
00L6 45662335.899 339.99 34.102 1.819324440E-01 1.270487270E-04 8.800483049E-06 1.125739175E-01 7.817857113E-05 3.807378377E-01 0.000000000E+00 
00L7 45683336.738 339.99 34.102 1.808422770E-01 1.280461578E-04 8.792410661E-06 1.110552844E-01 7.917549947E-05 3.797007423E-01 0.000000000E+00 
00L8 45704337.103 339.96 34.105 1.808287891E-01 1.286067383E-04 8.800040314E-06 1.129863998E-01 7.786750339E-05 3.784019483E-01 0.000000000E+00 
00L9 45725338.826 339.99 34.102 1.817701593E-01 1.287651541E-04 8.867571868E-06 1.114383748E-01 7.956969461E-05 3.788643813E-01 0.000000000E+00 
0L10 45746338.702 339.99 34.102 1.821982860E-01 1.295109182E-04 8.995376325E-06 1.125243964E-01 7.994472465E-05 3.812138472E-01 0.000000000E+00 
0L11 45767341.743 340.01 34.1 1.826074451E-01 1.304312460E-04 9.061917610E-06 1.135269042E-01 7.980982373E-05 3.804696212E-01 0.000000000E+00 
0L12 45788341.706 340 34.101 1.827588020E-01 1.307983654E-04 9.119558582E-06 1.106855115E-01 8.239475052E-05 3.814988196E-01 0.000000000E+00 
0L13 45809341.113 340.01 34.1 1.832429693E-01 1.314398329E-04 9.152701632E-06 1.128101270E-01 8.113775977E-05 3.800099658E-01 0.000000000E+00 
0L14 45830355.138 340.01 34.1 1.830721141E-01 1.323881040E-04 9.197857162E-06 1.146412650E-01 8.021209419E-05 3.795032520E-01 0.000000000E+00 
0L15 45851339.416 340.01 34.1 1.834019629E-01 1.324103026E-04 9.177299093E-06 1.126673432E-01 8.144118451E-05 3.779106476E-01 0.000000000E+00 
0L16 45872333.109 340.02 34.099 1.834099872E-01 1.334100640E-04 9.308282649E-06 1.144342431E-01 8.132937329E-05 3.804153120E-01 0.000000000E+00 
0L17 45893345.619 340.02 34.099 1.841496188E-01 1.342984600E-04 9.400884268E-06 1.151465565E-01 8.162446308E-05 3.801253644E-01 0.000000000E+00 
0L18 45914337.442 340.02 34.099 1.837908542E-01 1.346835057E-04 9.423745819E-06 1.125122118E-01 8.375948426E-05 3.807020848E-01 0.000000000E+00 
0L19 45935335.718 340.02 34.099 1.848738674E-01 1.350374917E-04 9.476382707E-06 1.140150191E-01 8.311683219E-05 3.795881996E-01 0.000000000E+00 
