fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00L1 7:3 295.4 39.25 1.000E+000 2.222E+000 3.457E-006 7.815E+004 2.366E+000 8.442E-008 1.465E-004 2.915E-001 1.465E-004 2.233E-005 5.231E-001 2.011E-001 1.110E-004 4.383E-003 
00L2 7:26 297.2 39.01 1.000E+000 2.189E+000 3.544E-006 7.321E+004 2.345E+000 8.919E-008 1.472E-004 2.848E-001 1.471E-004 2.173E-005 5.185E-001 1.957E-001 1.110E-004 2.212E-003 
00L3 7:56 299 38.78 1.000E+000 2.204E+000 3.306E-006 6.853E+004 2.354E+000 8.862E-008 1.476E-004 2.781E-001 1.476E-004 2.099E-005 5.113E-001 1.900E-001 1.104E-004 1.739E-003 
00L4 8:22 301 38.52 1.000E+000 2.160E+000 3.324E-006 6.362E+004 2.337E+000 9.307E-008 1.486E-004 2.710E-001 1.486E-004 2.037E-005 5.057E-001 1.844E-001 1.104E-004 1.932E-003 
00L5 8:39 303.8 38.16 1.000E+000 2.105E+000 3.108E-006 5.723E+004 2.338E+000 9.675E-008 1.472E-004 2.610E-001 1.472E-004 1.904E-005 4.957E-001 1.761E-001 1.081E-004 3.326E-003 
00L6 9:4 306.4 37.84 1.000E+000 1.955E+000 2.734E-006 5.176E+004 2.344E+000 9.754E-008 1.476E-004 2.513E-001 1.476E-004 1.801E-005 4.855E-001 1.682E-001 1.070E-004 8.789E-003 
00L7 9:20 308.8 37.55 1.000E+000 1.979E+000 2.708E-006 4.710E+004 2.340E+000 1.016E-007 1.479E-004 2.435E-001 1.479E-004 1.720E-005 4.777E-001 1.619E-001 1.062E-004 4.188E-003 
00L8 9:43 310.9 37.29 1.000E+000 2.032E+000 2.743E-006 4.330E+004 2.337E+000 1.035E-007 1.480E-004 2.356E-001 1.480E-004 1.637E-005 4.697E-001 1.555E-001 1.052E-004 2.528E-003 
00L9 9:59 313.3 37.01 1.000E+000 2.269E+000 2.754E-006 3.925E+004 2.334E+000 1.071E-007 1.484E-004 2.276E-001 1.483E-004 1.558E-005 4.614E-001 1.492E-001 1.043E-004 1.325E-003 
0L10 10:24 315.6 36.74 1.000E+000 2.237E+000 2.621E-006 3.564E+004 2.327E+000 1.105E-007 1.493E-004 2.197E-001 1.493E-004 1.488E-005 4.537E-001 1.431E-001 1.039E-004 2.271E-003 
0L11 10:39 318 36.46 1.000E+000 2.237E+000 2.544E-006 3.213E+004 2.328E+000 1.128E-007 1.495E-004 2.112E-001 1.495E-004 1.404E-005 4.446E-001 1.364E-001 1.028E-004 1.511E-002 
0L12 11:3 320.1 36.22 1.000E+000 2.259E+000 2.702E-006 2.926E+004 2.314E+000 1.155E-007 1.480E-004 2.022E-001 1.479E-004 1.305E-005 4.362E-001 1.296E-001 1.006E-004 9.844E-004 
0L13 11:19 322.4 35.96 1.000E+000 2.263E+000 2.650E-006 2.631E+004 2.320E+000 1.167E-007 1.484E-004 1.943E-001 1.483E-004 1.231E-005 4.271E-001 1.235E-001 9.962E-005 1.615E-003 
0L14 11:48 325.5 35.62 1.000E+000 2.309E+000 2.918E-006 2.262E+004 2.297E+000 1.249E-007 1.491E-004 1.845E-001 1.491E-004 1.149E-005 4.178E-001 1.162E-001 9.880E-005 1.615E-003 
0L15 12:7 327.9 35.36 1.000E+000 2.409E+000 2.805E-006 1.995E+004 2.294E+000 1.265E-007 1.500E-004 1.758E-001 1.499E-004 1.077E-005 4.086E-001 1.097E-001 9.807E-005 1.446E-003 
0L16 12:32 330.1 35.12 1.000E+000 2.408E+000 2.894E-006 1.762E+004 2.276E+000 1.338E-007 1.497E-004 1.691E-001 1.496E-004 1.017E-005 4.021E-001 1.049E-001 9.690E-005 2.484E-003 
