Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.200510170E+00 1.199960763E+0 5.494070000E-04 1.200510170E+00 1.199960763E+0 5.494070000E-04
1.000000000E+01 295 1.209611822E+00 1.203408362E+0 6.203460000E-03 1.209611822E+00 1.203408362E+0 6.203460000E-03
1.000000000E+01 300 1.207913109E+00 1.206855961E+0 1.057148000E-03 1.207913109E+00 1.206855961E+0 1.057148000E-03
1.000000000E+01 305 1.216783220E+00 1.210303561E+0 6.479659000E-03 1.216783220E+00 1.210303561E+0 6.479659000E-03
1.000000000E+01 310 1.215336774E+00 1.213751160E+0 1.585614000E-03 1.215336774E+00 1.213751160E+0 1.585614000E-03
1.000000000E+01 315 1.218392723E+00 1.217198759E+0 1.193964000E-03 1.218392723E+00 1.217198759E+0 1.193964000E-03
1.000000000E+01 320 1.226679164E+00 1.220646359E+0 6.032805000E-03 1.226679164E+00 1.220646359E+0 6.032805000E-03
1.000000000E+01 325 1.229946191E+00 1.224093958E+0 5.852233000E-03 1.229946191E+00 1.224093958E+0 5.852233000E-03
1.000000000E+01 330 1.237208407E+00 1.227541557E+0 9.666850000E-03 1.237208407E+00 1.227541557E+0 9.666850000E-03
1.000000000E+01 335 1.243768499E+00 1.230989157E+0 1.277934200E-02 1.243768499E+00 1.230989157E+0 1.277934200E-02
1.000000000E+01 340 1.244179320E+00 1.234436756E+0 9.742564000E-03 1.244179320E+00 1.234436756E+0 9.742564000E-03
1.016672606E+01 290 1.200513313E+00 1.201241364E+0 -7.280510000E-04 1.200513313E+00 1.201241364E+0 -7.280510000E-04
1.016672606E+01 295 1.209615867E+00 1.204711043E+0 4.904824000E-03 1.209615867E+00 1.204711043E+0 4.904824000E-03
1.016672606E+01 300 1.207918144E+00 1.208180721E+0 -2.625770000E-04 1.207918144E+00 1.208180721E+0 -2.625770000E-04
1.016672606E+01 305 1.216790168E+00 1.211650400E+0 5.139768000E-03 1.216790168E+00 1.211650400E+0 5.139768000E-03
1.016672606E+01 310 1.215345664E+00 1.215120079E+0 2.255850000E-04 1.215345664E+00 1.215120079E+0 2.255850000E-04
1.016672606E+01 315 1.218404209E+00 1.218589757E+0 -1.855480000E-04 1.218404209E+00 1.218589757E+0 -1.855480000E-04
