N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.069449000E-03 8.623630000E-04 7.230860000E-04 6.215770000E-04
1.600000000E+01 7.163534000E-03 6.908062000E-03 6.730853000E-03 6.585465000E-03
1.700000000E+01 2.431691600E-02 2.426415200E-02 2.480241900E-02 2.399667100E-02
1.549996187E+01 2.336646000E-03 2.066321000E-03 1.842387000E-03 1.642555000E-03
1.649996187E+01 1.367053300E-02 1.352629500E-02 1.336783500E-02 1.325328700E-02
1.674996808E+01 1.832230200E-02 1.822843000E-02 1.810904300E-02 1.796874900E-02
1.624993176E+01 1.002682100E-02 9.807389000E-03 9.638527000E-03 9.515534000E-03
1.574996808E+01 4.785606000E-03 4.523228000E-03 4.331168000E-03 4.156472000E-03
1.524993176E+01 9.074120000E-04 6.900750000E-04 5.513020000E-04 4.544880000E-04
