N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 8.456780000E-04 6.400080000E-04 5.068420000E-04 4.150600000E-04
1.600000000E+01 5.392584000E-03 5.190876000E-03 5.063828000E-03 4.966780000E-03
1.700000000E+01 1.787733300E-02 1.925713400E-02 1.808837700E-02 1.814100800E-02
1.549996187E+01 2.575529000E-03 2.390460000E-03 2.254878000E-03 2.152696000E-03
1.649996187E+01 9.883776000E-03 9.814655000E-03 9.779939000E-03 9.778310000E-03
1.674996808E+01 1.367739800E-02 1.332785800E-02 1.334458900E-02 1.336771400E-02
1.624993176E+01 7.337175000E-03 7.173533000E-03 7.084032000E-03 7.036246000E-03
1.574996808E+01 3.869314000E-03 3.660902000E-03 3.514660000E-03 3.405300000E-03
1.524993176E+01 1.363335000E-03 1.063985000E-03 9.456550000E-04 8.443990000E-04
