N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.103435000E-03 9.040020000E-04 7.751490000E-04 6.848150000E-04
1.600000000E+01 3.390034000E-03 2.962790000E-03 2.725852000E-03 2.493182000E-03
1.700000000E+01 7.455638000E-03 7.351809000E-03 7.315569000E-03 1.114693100E-02
1.549996187E+01 2.151537000E-03 1.795636000E-03 1.596928000E-03 1.402720000E-03
1.649996187E+01 4.660544000E-03 4.370988000E-03 4.197190000E-03 4.087841000E-03
1.674996808E+01 5.749166000E-03 5.548153000E-03 5.445108000E-03 5.540242000E-03
1.624993176E+01 3.976449000E-03 3.597766000E-03 3.356731000E-03 3.198436000E-03
1.574996808E+01 2.769796000E-03 2.354921000E-03 2.157011000E-03 1.908787000E-03
1.524993176E+01 1.577953000E-03 1.304580000E-03 1.125495000E-03 1.001964000E-03
