Ew Nt
4.5160660E-1 -1.8608237E+16
4.4885891E-1 -1.6611488E+16
4.4611119E-1 -1.4821666E+16
4.4336347E-1 -1.3193656E+16
4.4061575E-1 -1.1700895E+16
4.3786804E-1 -1.0338338E+16
4.3512033E-1 -9.1130018E+15
4.3237262E-1 -8.0248359E+15
4.2962490E-1 -7.0524136E+15
4.2687720E-1 -6.1575319E+15
4.2412948E-1 -5.3054757E+15
4.2138177E-1 -4.4828620E+15
4.1863406E-1 -3.6983815E+15
4.1588634E-1 -2.9701884E+15
4.1313863E-1 -2.3134276E+15
4.1039092E-1 -1.7360923E+15
4.0764321E-1 -1.2399043E+15
4.0489549E-1 -8.2023799E+14
4.0214778E-1 -4.6531654E+14
3.9940007E-1 -1.5846961E+14
3.9665236E-1 1.1623282E+14
3.9390464E-1 3.6910606E+14
3.9115693E-1 6.0391397E+14
3.8840922E-1 8.2005814E+14
3.8566151E-1 1.0153705E+15
3.8291379E-1 1.1882488E+15
3.8016608E-1 1.3389509E+15
3.7741837E-1 1.4698362E+15
3.7467066E-1 1.5846569E+15
3.7192294E-1 1.6876452E+15
3.6917523E-1 1.7828577E+15
3.6642752E-1 1.8733902E+15
3.6367981E-1 1.9603391E+15
3.6093209E-1 2.0425414E+15
3.5818438E-1 2.1180879E+15
3.5543667E-1 2.1868181E+15
3.5268896E-1 2.2516122E+15
3.4994124E-1 2.3172144E+15
3.4719353E-1 2.3876811E+15
3.4444582E-1 2.4647565E+15
3.4169811E-1 2.5482913E+15
3.3895039E-1 2.6377256E+15
3.3620268E-1 2.7329000E+15
3.3345497E-1 2.8335174E+15
3.3070725E-1 2.9380839E+15
3.2795954E-1 3.0435704E+15
3.2521183E-1 3.1462840E+15
3.2246412E-1 3.2432779E+15
3.1971641E-1 3.3331709E+15
3.1696869E-1 3.4158677E+15
3.1422098E-1 3.4916417E+15
3.1147327E-1 3.5605507E+15
3.0872556E-1 3.6225956E+15
3.0597784E-1 3.6782502E+15
3.0323013E-1 3.7286107E+15
3.0048242E-1 3.7746550E+15
2.9773470E-1 3.8153321E+15
2.9498699E-1 3.8440108E+15
2.9223928E-1 3.8427356E+15
2.8949157E-1 3.7750931E+15
2.8674385E-1 3.5821442E+15
2.8399614E-1 3.1899002E+15
2.8124843E-1 2.5352671E+15
2.7850072E-1 1.6052625E+15
2.7575300E-1 1.0619255E+15
