Ew Nt
4.5142320E-1 -1.1806621E+16
4.4867662E-1 -1.1206777E+16
4.4593002E-1 -1.0625642E+16
4.4318342E-1 -1.0117607E+16
4.4043682E-1 -9.6919637E+15
4.3769022E-1 -9.3309707E+15
4.3494363E-1 -9.0035088E+15
4.3219703E-1 -8.6746080E+15
4.2945043E-1 -8.3177335E+15
4.2670384E-1 -7.9246949E+15
4.2395724E-1 -7.5034569E+15
4.2121064E-1 -7.0657957E+15
4.1846405E-1 -6.6166469E+15
4.1571745E-1 -6.1537375E+15
4.1297085E-1 -5.6738595E+15
4.1022426E-1 -5.1781042E+15
4.0747766E-1 -4.6719592E+15
4.0473106E-1 -4.1614595E+15
4.0198447E-1 -3.6492435E+15
3.9923787E-1 -3.1333816E+15
3.9649127E-1 -2.6094081E+15
3.9374468E-1 -2.0737654E+15
3.9099808E-1 -1.5265758E+15
3.8825148E-1 -9.7231157E+14
3.8550489E-1 -4.1800710E+14
3.8275829E-1 1.3017674E+14
3.8001169E-1 6.7003294E+14
3.7726510E-1 1.2039798E+15
3.7451850E-1 1.7368163E+15
3.7177190E-1 2.2722155E+15
3.6902531E-1 2.8103885E+15
3.6627871E-1 3.3481324E+15
3.6353211E-1 3.8805535E+15
3.6078552E-1 4.4029071E+15
3.5803892E-1 4.9115231E+15
3.5529232E-1 5.4037246E+15
3.5254573E-1 5.8771785E+15
3.4979913E-1 6.3291471E+15
3.4705253E-1 6.7559509E+15
3.4430594E-1 7.1527779E+15
3.4155934E-1 7.5137986E+15
3.3881274E-1 7.8324596E+15
3.3606615E-1 8.1018462E+15
3.3331955E-1 8.3149956E+15
3.3057295E-1 8.4651658E+15
3.2782636E-1 8.5461372E+15
3.2507976E-1 8.5527581E+15
3.2233316E-1 8.4816986E+15
3.1958657E-1 8.3321222E+15
3.1683997E-1 8.1061160E+15
3.1409337E-1 7.8087041E+15
3.1134678E-1 7.4475953E+15
3.0860018E-1 7.0326933E+15
3.0585358E-1 6.5755028E+15
3.0310699E-1 6.0884036E+15
3.0036039E-1 5.5836573E+15
2.9761379E-1 5.0719573E+15
2.9486720E-1 4.5603860E+15
2.9212060E-1 4.0499559E+15
2.8937400E-1 3.5334530E+15
2.8662741E-1 2.9950276E+15
2.8388081E-1 2.4134882E+15
2.8113421E-1 1.7703316E+15
2.7838762E-1 1.0604167E+15
2.7564102E-1 6.8072854E+14
