N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.215806066E+00 1.210816825E+00 1.205992421E+00 1.201933142E+00
1.016672606E+01 1.221242129E+00 1.216177449E+00 1.211320767E+00 1.207241150E+00
1.033324570E+01 1.225186681E+00 1.220076475E+00 1.215217954E+00 1.211154621E+00
1.049996187E+01 1.228038197E+00 1.222917433E+00 1.218093232E+00 1.214088452E+00
1.066670514E+01 1.230116636E+00 1.225027366E+00 1.220282064E+00 1.216386979E+00
1.083333839E+01 1.231673903E+00 1.226667084E+00 1.222056241E+00 1.218333287E+00
1.100000000E+01 1.232908758E+00 1.228046612E+00 1.223638665E+00 1.220162936E+00
1.116672606E+01 1.233982060E+00 1.229340077E+00 1.225217044E+00 1.222074236E+00
1.133324570E+01 1.235029571E+00 1.230696975E+00 1.226951000E+00 1.224230010E+00
1.149996187E+01 1.236171025E+00 1.232246805E+00 1.228970448E+00 1.226748391E+00
1.166670514E+01 1.237513310E+00 1.234095176E+00 1.231363689E+00 1.229684935E+00
1.183333839E+01 1.239146377E+00 1.236311515E+00 1.234160153E+00 1.233016820E+00
1.200000000E+01 1.241131939E+00 1.238913135E+00 1.237318778E+00 1.236644220E+00
1.216672606E+01 1.243489136E+00 1.241856675E+00 1.240735894E+00 1.240419292E+00
1.233324570E+01 1.246186452E+00 1.245048221E+00 1.244277386E+00 1.244194602E+00
1.249996187E+01 1.249149480E+00 1.248373690E+00 1.247822862E+00 1.247867497E+00
1.266670514E+01 1.252285822E+00 1.251736532E+00 1.251299416E+00 1.251399501E+00
1.283333839E+01 1.255516366E+00 1.255083791E+00 1.254691126E+00 1.254808224E+00
1.300000000E+01 1.258797301E+00 1.258410695E+00 1.258026602E+00 1.258144925E+00
