N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.207373945E+00 1.205554834E+00 1.203794824E+00 1.201718754E+00
1.016672606E+01 1.209679257E+00 1.207632888E+00 1.205721297E+00 1.203540919E+00
1.033324570E+01 1.211522167E+00 1.209278304E+00 1.207243211E+00 1.204985408E+00
1.049996187E+01 1.212980049E+00 1.210586107E+00 1.208468171E+00 1.206169474E+00
1.066670514E+01 1.214144584E+00 1.211657598E+00 1.209504789E+00 1.207207746E+00
1.083333839E+01 1.215114515E+00 1.212596171E+00 1.210460931E+00 1.208212260E+00
1.100000000E+01 1.215990284E+00 1.213530522E+00 1.211443802E+00 1.209293350E+00
1.116672606E+01 1.216872920E+00 1.214533710E+00 1.212568120E+00 1.210560268E+00
1.133324570E+01 1.217866072E+00 1.215714092E+00 1.213930267E+00 1.212123196E+00
1.149996187E+01 1.219078571E+00 1.217180579E+00 1.215647848E+00 1.214073159E+00
1.166670514E+01 1.220624536E+00 1.219041956E+00 1.217807704E+00 1.216490798E+00
1.183333839E+01 1.222618004E+00 1.221404341E+00 1.220486535E+00 1.219426595E+00
1.200000000E+01 1.225160380E+00 1.224327699E+00 1.223725724E+00 1.222884256E+00
1.216672606E+01 1.228322006E+00 1.227845166E+00 1.227511358E+00 1.226838102E+00
1.233324570E+01 1.232124060E+00 1.231937486E+00 1.231801573E+00 1.231236981E+00
1.249996187E+01 1.236531021E+00 1.236547079E+00 1.236529436E+00 1.236023572E+00
1.266670514E+01 1.241461766E+00 1.241598755E+00 1.241628148E+00 1.241149898E+00
1.283333839E+01 1.246814711E+00 1.246993052E+00 1.247052026E+00 1.246583559E+00
1.300000000E+01 1.252498418E+00 1.252688912E+00 1.252751493E+00 1.252285890E+00
