N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.209717281E+00 1.207797232E+00 1.206132586E+00 1.204030715E+00
1.016672606E+01 1.212045392E+00 1.209940136E+00 1.208155841E+00 1.205974925E+00
1.033324570E+01 1.213877119E+00 1.211607663E+00 1.209724554E+00 1.207485834E+00
1.049996187E+01 1.215307602E+00 1.212912333E+00 1.210972111E+00 1.208698884E+00
1.066670514E+01 1.216435448E+00 1.213963072E+00 1.212005100E+00 1.209737872E+00
1.083333839E+01 1.217359872E+00 1.214864718E+00 1.212948081E+00 1.210719326E+00
1.100000000E+01 1.218177946E+00 1.215718259E+00 1.213885310E+00 1.211752108E+00
1.116672606E+01 1.218984711E+00 1.216639987E+00 1.214934348E+00 1.212940740E+00
1.133324570E+01 1.219875732E+00 1.217707639E+00 1.216173814E+00 1.214386741E+00
1.149996187E+01 1.220954591E+00 1.219023348E+00 1.217720586E+00 1.216171805E+00
1.166670514E+01 1.222317413E+00 1.220675310E+00 1.219646723E+00 1.218366324E+00
1.183333839E+01 1.224069077E+00 1.222769156E+00 1.222043919E+00 1.221017255E+00
1.200000000E+01 1.226305580E+00 1.225360357E+00 1.224912119E+00 1.224127138E+00
1.216672606E+01 1.229097712E+00 1.228507685E+00 1.228288016E+00 1.227680447E+00
1.233324570E+01 1.232476965E+00 1.232174873E+00 1.232125277E+00 1.231639721E+00
1.249996187E+01 1.236427241E+00 1.236337410E+00 1.236409760E+00 1.235975033E+00
1.266670514E+01 1.240890922E+00 1.240924791E+00 1.241051761E+00 1.240636860E+00
1.283333839E+01 1.245789069E+00 1.245891294E+00 1.246035570E+00 1.245627421E+00
1.300000000E+01 1.251044886E+00 1.251169448E+00 1.251322446E+00 1.250909348E+00
