N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 5.623E+16 315 3.800E-4 3.656800E+1 1.716590E+1 5.759440E-1 8.150510E+1
1.468000E+10 5.623E+16 315 3.800E-4 3.639057E+1 1.706040E+1 5.754980E-1 8.146220E+1
2.154000E+10 5.623E+16 315 3.800E-4 3.615442E+1 1.692920E+1 5.749010E-1 8.144830E+1
3.162000E+10 5.623E+16 315 3.800E-4 3.585048E+1 1.676050E+1 5.741260E-1 8.143020E+1
4.642000E+10 5.623E+16 315 3.800E-4 3.547437E+1 1.655200E+1 5.731550E-1 8.140740E+1
6.813000E+10 5.623E+16 315 3.800E-4 3.502828E+1 1.630480E+1 5.719790E-1 8.137960E+1
1.000000E+11 5.623E+16 315 3.800E-4 3.452028E+1 1.602290E+1 5.705950E-1 8.134630E+1
1.468000E+11 5.623E+16 315 3.800E-4 3.396089E+1 1.571160E+1 5.689510E-1 8.131440E+1
2.154000E+11 5.623E+16 315 3.800E-4 3.335872E+1 1.537520E+1 5.670680E-1 8.127850E+1
3.162000E+11 5.623E+16 315 3.800E-4 3.271811E+1 1.500900E+1 5.649700E-1 8.119670E+1
4.642000E+11 5.623E+16 315 3.800E-4 3.203960E+1 1.462640E+1 5.626410E-1 8.113700E+1
6.813000E+11 5.623E+16 315 3.800E-4 3.132197E+1 1.422150E+1 5.600590E-1 8.107030E+1
1.000000E+12 5.623E+16 315 3.800E-4 3.056376E+1 1.379330E+1 5.570750E-1 8.101200E+1
1.468000E+12 5.623E+16 315 3.800E-4 2.976398E+1 1.333560E+1 5.538450E-1 8.089700E+1
2.154000E+12 5.623E+16 315 3.800E-4 2.892233E+1 1.286160E+1 5.503590E-1 8.080090E+1
3.162000E+12 5.623E+16 315 3.800E-4 2.803929E+1 1.236720E+1 5.464430E-1 8.071580E+1
4.642000E+12 5.623E+16 315 3.800E-4 2.711624E+1 1.184730E+1 5.423000E-1 8.056550E+1
6.813000E+12 5.623E+16 315 3.800E-4 2.615554E+1 1.131690E+1 5.378200E-1 8.045050E+1
1.000000E+13 5.623E+16 315 3.800E-4 2.516059E+1 1.076760E+1 5.330530E-1 8.028370E+1
1.468000E+13 5.623E+16 315 3.800E-4 2.413580E+1 1.021300E+1 5.280110E-1 8.014010E+1
2.154000E+13 5.623E+16 315 3.800E-4 2.308659E+1 9.647600E+0 5.226980E-1 7.994820E+1
3.162000E+13 5.623E+16 315 3.800E-4 2.201927E+1 9.084300E+0 5.171240E-1 7.978030E+1
4.642000E+13 5.623E+16 315 3.800E-4 2.094095E+1 8.518800E+0 5.113640E-1 7.955180E+1
6.813000E+13 5.623E+16 315 3.800E-4 1.985936E+1 7.964000E+0 5.053100E-1 7.936120E+1
1.000000E+14 5.623E+16 315 3.800E-4 1.878266E+1 7.415400E+0 4.991470E-1 7.909530E+1
