X Y Xfit Yfit
5.0178900E+1 1.5193500E+2 7.2463211E+1 1.1956291E+2
5.3773500E+1 1.6348200E+2 7.3105114E+1 1.3129112E+2
5.7403000E+1 1.7608300E+2 7.3825791E+1 1.4416887E+2
6.1087400E+1 1.8963900E+2 7.4636213E+1 1.5830860E+2
6.4850200E+1 2.0444900E+2 7.5549097E+1 1.7383373E+2
6.8581300E+1 2.2056100E+2 7.6579210E+1 1.9087966E+2
7.2562900E+1 2.3822000E+2 7.7743732E+1 2.0959495E+2
7.6482800E+1 2.5740700E+2 7.9062695E+1 2.3014256E+2
8.0559500E+1 2.7842900E+2 8.0559500E+1 2.5270124E+2
8.4643900E+1 3.0149100E+2 8.2261531E+1 2.7746698E+2
8.8665500E+1 3.2675400E+2 8.4200892E+1 3.0465471E+2
9.2965400E+1 3.5446200E+2 8.6415286E+1 3.3449996E+2
9.7207100E+1 3.8514400E+2 8.8949059E+1 3.6726085E+2
1.0175000E+2 4.1875200E+2 9.1854452E+1 4.0322012E+2
1.0652000E+2 4.5550100E+2 9.5193091E+1 4.4268734E+2
1.1148100E+2 4.9630600E+2 9.9037769E+1 4.8600135E+2
1.1642900E+2 5.4131200E+2 1.0347458E+2 5.3353277E+2
1.2207700E+2 5.9046400E+2 1.0860543E+2 5.8568668E+2
1.2840400E+2 6.4502900E+2 1.1455111E+2 6.4290555E+2
1.3498900E+2 7.0499400E+2 1.2145489E+2 7.0567224E+2
1.4313500E+2 7.7107400E+2 1.2948679E+2 7.7451285E+2
1.5163300E+2 8.4359700E+2 1.3884877E+2 8.5000029E+2
1.6170800E+2 9.2395600E+2 1.4978075E+2 9.3275681E+2
1.7300300E+2 1.0117600E+3 1.6256788E+2 1.0234575E+3
1.8653000E+2 1.1088200E+3 1.7754910E+2 1.1228325E+3
2.0181700E+2 1.2153500E+3 1.9512723E+2 1.2316698E+3
2.2066100E+2 1.3321700E+3 2.1578088E+2 1.3508162E+3
2.4204700E+2 1.4603700E+3 2.4007836E+2 1.4811782E+3
2.6869400E+2 1.6010900E+3 2.6869400E+2 1.6237206E+3
2.9836400E+2 1.7555300E+3 3.0242695E+2 1.7794638E+3
3.3582400E+2 1.9242400E+3 3.4222286E+2 1.9494776E+3
3.7903400E+2 2.1104700E+3 3.8919856E+2 2.1348719E+3
4.2986000E+2 2.3123800E+3 4.4466975E+2 2.3367817E+3
4.8994500E+2 2.5321500E+3 5.1018162E+2 2.5563463E+3
5.6622400E+2 2.7736400E+3 5.8754191E+2 2.7946807E+3
