N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 6.175000000E-06 5.786000000E-06 5.592000000E-06 5.491000000E-06
1.600000000E+01 4.150700000E-05 4.108800000E-05 4.114700000E-05 4.128600000E-05
1.700000000E+01 6.215440000E-04 6.154850000E-04 6.132990000E-04 6.148250000E-04
1.549996187E+01 9.511000000E-06 1.126500000E-05 1.275100000E-05 1.409000000E-05
1.649996187E+01 1.528100000E-04 1.507100000E-04 1.493960000E-04 1.495450000E-04
1.674996808E+01 3.061240000E-04 3.024430000E-04 3.009130000E-04 3.001030000E-04
1.624993176E+01 7.863500000E-05 7.722100000E-05 7.685200000E-05 7.668300000E-05
1.574996808E+01 2.176900000E-05 2.234200000E-05 2.289800000E-05 2.340800000E-05
1.524993176E+01 -8.850000000E-07 2.583000000E-06 5.263000000E-06 7.488000000E-06
