N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -6.446750000E-04 -3.693120000E-04 -4.375690000E-04 -8.142070000E-04
1.600000000E+01 3.330638500E-02 3.286336200E-02 3.240601800E-02 3.129153500E-02
1.700000000E+01 6.136282000E-02 5.918961700E-02 5.631765700E-02 5.562040900E-02
1.549996187E+01 2.222244400E-02 2.141092600E-02 2.244691100E-02 2.268654300E-02
1.649996187E+01 5.693130500E-02 5.525023600E-02 5.426724400E-02 5.304274800E-02
1.674996808E+01 6.328731900E-02 5.998590900E-02 5.902418200E-02 5.799176900E-02
1.624993176E+01 4.458292500E-02 4.392853300E-02 4.301420500E-02 4.221219800E-02
1.574996808E+01 2.666442700E-02 2.661908300E-02 2.589910200E-02 2.630021900E-02
1.524993176E+01 1.352202400E-02 1.341377000E-02 1.388872700E-02 1.408298900E-02
