N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 6.273950000E-03 8.928093000E-03 8.957669000E-03 8.817323000E-03
1.600000000E+01 2.039453600E-02 1.969479400E-02 1.879248100E-02 1.811158600E-02
1.700000000E+01 7.114167900E-02 7.079771200E-02 6.897870600E-02 6.859463700E-02
1.549996187E+01 -1.070088520E-01 -1.190307650E-01 -1.262307720E-01 -1.307875370E-01
1.649996187E+01 5.468547800E-02 5.628407400E-02 5.668693300E-02 5.676492800E-02
1.674996808E+01 6.710687400E-02 6.629293600E-02 6.674102100E-02 6.636770700E-02
1.624993176E+01 3.965245700E-02 4.035417700E-02 4.058608500E-02 4.036990300E-02
1.574996808E+01 -1.469330100E-02 -1.893379800E-02 -2.210932100E-02 -2.352623900E-02
1.524993176E+01 -1.548719930E-01 -1.474316260E-01 -1.404404540E-01 -1.341106280E-01
