N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 2.877347600E-02 2.857532200E-02 2.789709800E-02 2.740032300E-02
1.016672606E+01 2.878165000E-02 2.858889200E-02 2.791774700E-02 2.743001600E-02
1.033324570E+01 2.879349300E-02 2.860842400E-02 2.794731600E-02 2.747218600E-02
1.049996187E+01 2.877697600E-02 2.863631600E-02 2.798914300E-02 2.753120000E-02
1.066670514E+01 2.880132100E-02 2.867564200E-02 2.804732000E-02 2.758578300E-02
1.083333839E+01 2.882154900E-02 2.873008100E-02 2.812625000E-02 2.768396700E-02
1.100000000E+01 2.887829100E-02 2.880348700E-02 2.822977800E-02 2.783675200E-02
1.116672606E+01 2.895713300E-02 2.889882100E-02 2.835906400E-02 2.801606400E-02
1.133324570E+01 2.903442100E-02 2.901638600E-02 2.851008000E-02 2.821245300E-02
1.149996187E+01 2.916351100E-02 2.915129800E-02 2.867133200E-02 2.839056400E-02
1.166670514E+01 2.929492700E-02 2.929215500E-02 2.882494700E-02 2.856683300E-02
1.183333839E+01 2.944313000E-02 2.942288200E-02 2.895334900E-02 2.868993700E-02
1.200000000E+01 2.955158900E-02 2.952986600E-02 2.904978800E-02 2.877597400E-02
1.216672606E+01 2.964917600E-02 2.961112200E-02 2.913415200E-02 2.885673700E-02
1.233324570E+01 2.971666500E-02 2.967975200E-02 2.920900500E-02 2.894311000E-02
1.249996187E+01 2.977727700E-02 2.975627000E-02 2.930324600E-02 2.905481200E-02
1.266670514E+01 2.984949300E-02 2.985523300E-02 2.942314300E-02 2.919054000E-02
1.283333839E+01 2.994434200E-02 2.997717900E-02 2.956155700E-02 2.933955700E-02
1.300000000E+01 3.005843000E-02 3.011047100E-02 2.970454400E-02 2.948868200E-02
