T d154 d184 d214 d244
d 150 180 210 240
290 1.304636405E+00 1.300795677E+00 1.299612734E+00 1.298551066E+00
295 1.304067705E+00 1.300132883E+00 1.299171605E+00 1.298216955E+00
300 1.304545720E+00 1.300631846E+00 1.299788234E+00 1.298992445E+00
305 1.305955994E+00 1.302192675E+00 1.301404503E+00 1.300768909E+00
310 1.308149619E+00 1.304793896E+00 1.303817462E+00 1.303339129E+00
315 1.311093348E+00 1.307853983E+00 1.306905438E+00 1.306199452E+00
320 1.314554196E+00 1.311609983E+00 1.310456701E+00 1.309686472E+00
325 1.318209762E+00 1.315236783E+00 1.314104822E+00 1.313168570E+00
330 1.321693325E+00 1.318762990E+00 1.317774356E+00 1.316542709E+00
335 1.324966653E+00 1.321817397E+00 1.320738541E+00 1.319463501E+00
340 1.327456974E+00 1.324001274E+00 1.322719829E+00 1.321314060E+00
