fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0UL1 9:22 300.3 38.61 1.000E+000 2.318E+000 1.760E-006 4.278E+002 2.396E+000 8.370E-008 1.798E-004 7.531E-002 1.788E-004 3.386E-006 2.515E-001 3.780E-002 8.935E-005 2.626E-003 
0UL2 9:48 303.7 38.18 1.000E+000 2.291E+000 1.853E-006 4.359E+002 2.364E+000 9.449E-008 1.796E-004 7.632E-002 1.787E-004 3.433E-006 2.518E-001 3.830E-002 8.940E-005 3.484E-003 
0UL3 10:2 306.7 37.8 1.000E+000 2.278E+000 1.865E-006 4.440E+002 2.360E+000 9.979E-008 1.827E-004 7.863E-002 1.818E-004 3.605E-006 2.522E-001 3.950E-002 9.105E-005 1.818E-003 
0UL4 10:25 309.5 37.46 1.000E+000 2.238E+000 1.853E-006 4.522E+002 2.373E+000 1.009E-007 1.820E-004 7.919E-002 1.811E-004 3.624E-006 2.527E-001 3.980E-002 9.082E-005 6.628E-002 
0UL5 10:44 312.5 37.1 1.000E+000 2.207E+000 1.874E-006 4.613E+002 2.367E+000 1.064E-007 1.811E-004 7.976E-002 1.802E-004 3.640E-006 2.532E-001 4.020E-002 9.032E-005 5.457E-003 
0UL6 11:7 315.3 36.77 1.000E+000 2.200E+000 1.880E-006 4.698E+002 2.360E+000 1.121E-007 1.807E-004 8.038E-002 1.799E-004 3.669E-006 2.538E-001 4.050E-002 9.037E-005 7.140E-003 
0UL7 11:23 318.9 36.36 1.000E+000 2.198E+000 1.871E-006 4.807E+002 2.373E+000 1.159E-007 1.852E-004 8.302E-002 1.844E-004 3.901E-006 2.549E-001 4.200E-002 9.266E-005 2.135E-003 
0UL8 11:43 321.7 36.04 1.000E+000 2.201E+000 1.848E-006 4.886E+002 2.375E+000 1.212E-007 1.862E-004 8.383E-002 1.854E-004 3.974E-006 2.557E-001 4.250E-002 9.328E-005 1.928E-003 
0UL9 11:59 324.2 35.76 1.000E+000 2.183E+000 1.889E-006 4.952E+002 2.357E+000 1.286E-007 1.841E-004 8.308E-002 1.832E-004 3.903E-006 2.564E-001 4.220E-002 9.226E-005 1.664E-003 
UL10 12:20 327.8 35.37 1.000E+000 2.138E+000 2.013E-006 5.035E+002 2.326E+000 1.439E-007 1.827E-004 8.260E-002 1.819E-004 3.867E-006 2.573E-001 4.200E-002 9.184E-005 2.779E-003 
UL11 12:45 330.5 35.08 1.000E+000 2.162E+000 2.065E-006 5.085E+002 2.298E+000 1.565E-007 1.848E-004 8.325E-002 1.840E-004 3.957E-006 2.583E-001 4.240E-002 9.311E-005 1.088E-003 
