name time T kT_1 I
01RV 01rv.dat 340 34.1 1.880E-005
02RV 02rv.dat 340 34.1 1.870E-005
03RV 03rv.dat 340 34.1 1.940E-005
04RV 04rv.dat 340 34.1 2.032E-005
05RV 05rv.dat 340 34.1 2.026E-005
06RV 06rv.dat 340 34.1 2.059E-005
07RV 07rv.dat 340 34.1 2.113E-005
08RV 08rv.dat 340 34.1 2.096E-005
09RV 09rv.dat 340 34.1 2.110E-005
10RV 10rv.dat 340 34.1 2.064E-005
11RV 11rv.dat 340 34.1 2.073E-005
12RV 12rv.dat 340 34.1 2.109E-005
13RV 13rv.dat 340 34.1 2.165E-005
14RV 14rv.dat 340 34.1 2.462E-005
15RV 15rv.dat 340 34.1 2.602E-005
16RV 16rv.dat 340 34.1 2.775E-005
17RV 17rv.dat 340 34.1 2.697E-005
18RV 18rv.dat 340.1 34.09 2.682E-005
19RV 19rv.dat 340 34.1 2.713E-005
20RV 20rv.dat 340 34.1 2.706E-005
21RV 21rv.dat 340 34.1 2.392E-005
22RV 22rv.dat 340 34.1 2.404E-005
23RV 23rv.dat 340 34.1 2.516E-005
24RV 24rv.dat 340 34.1 2.410E-005
25RV 25rv.dat 340.1 34.09 2.469E-005
26RV 26rv.dat 340 34.1 2.585E-005
27RV 27rv.dat 340 34.1 2.527E-005
28RV 28rv.dat 340 34.1 2.594E-005
29RV 29rv.dat 340 34.1 2.474E-005
30RV 30rv.dat 340 34.1 2.584E-005
31RV 31rv.dat 340 34.1 2.533E-005
32RV 32rv.dat 340 34.1 2.481E-005
33RV 33rv.dat 340.1 34.09 2.563E-005
34RV 34rv.dat 339.9 34.11 2.558E-005
35RV 35rv.dat 340.1 34.09 2.464E-005
36RV 36rv.dat 340.1 34.09 2.416E-005
37RV 37rv.dat 339.8 34.12 2.164E-005
38RV 38rv.dat 340.1 34.09 2.143E-005
39RV 39rv.dat 339.9 34.11 2.083E-005
40RV 40rv.dat 340.1 34.09 2.039E-005
41RV 41rv.dat 340.1 34.09 2.052E-005
42RV 42rv.dat 340 34.1 2.022E-005
43RV 43rv.dat 340 34.1 2.017E-005
44RV 44rv.dat 340 34.1 1.998E-005
45RV 45rv.dat 340 34.1 1.984E-005
46RV 46rv.dat 340 34.1 1.979E-005
47RV 47rv.dat 340 34.1 1.974E-005
48RV 48rv.dat 340.1 34.09 2.016E-005
49RV 49rv.dat 340.1 34.09 2.007E-005
50RV 50rv.dat 340.1 34.09 1.969E-005
51RV 51rv.dat 340 34.1 1.984E-005
52RV 52rv.dat 340 34.1 1.939E-005
53RV 53rv.dat 340.1 34.09 1.970E-005
54RV 54rv.dat 340 34.1 1.982E-005
55RV 55rv.dat 339.8 34.12 1.969E-005
56RV 56rv.dat 340 34.1 1.941E-005
57RV 57rv.dat 340 34.1 1.942E-005
